n_households,objective,kWc,wh_battery,puissance_totale,puissance_produite,tot_conso,p_bat_max,total_cost_without 
1,294.2037663926988,10.0,2232.972055596744,1463792.2324186596,7818905.743998554,3303687.0375,1116.486027798372,1117.8150513749413
2,739.4299549980931,14.175457180075394,4854.29209167909,3366928.260895116,11083656.35690955,8253624.407500001,2427.146045839545,2794.328875550073
3,1275.8844705536374,21.56883885942409,8994.345276002008,5962884.073496377,16864471.804933053,15743630.127499998,4497.172638001004,5310.06974912463
4,2114.8943562763207,50.00064679710727,14740.631564163012,10985377.02714682,39095034.444554135,25999536.437500004,7370.315782081506,8800.76580357449
5,2939.4542242110083,100.0,24321.79208306646,16373917.152666492,78189057.43998465,37322599.75750001,12160.89604153323,12654.32760650201
6,3743.159417535695,100.0,28098.908331530816,19389110.715067584,78189057.43998465,45242380.7825,14049.454165765408,15335.307969623604
7,4225.638494479981,100.0,30401.403013593936,21231371.65102768,78189057.43998465,49954340.592500016,15200.701506796968,16918.251036401514
8,4416.036779202791,100.0,31005.90431401787,21883389.42572991,78189057.43998502,53161239.135,15502.952157008936,18006.533963024725
9,4836.769573425743,104.14973497338258,33351.808763997804,23684051.273787472,81433696.10193086,58750571.16,16675.904381998902,19883.46968100242
10,5630.147377754105,117.02790328970032,38019.92063492064,27333962.184980307,91503014.52399382,65962166.2325,19009.96031746032,22360.94507116701
11,6086.824483795006,126.42941503330567,42053.546795568094,29720813.340962715,98853967.9414273,72037175.88,21026.773397784047,24388.75706280286
12,6603.345622220426,132.41223813714856,42546.776837199744,31687071.39796015,103531880.93462436,78333880.54999998,21273.388418599872,26536.50451269197
13,7629.703776795983,156.08562080443124,50589.31171195,36981193.72604027,122041875.7063356,91689313.86,25294.655855975,31095.51676311633
14,8449.202986891189,166.0844734857543,56033.47604424296,40741032.01342021,129859884.372673,99150178.2775,28016.73802212148,33615.23563715359
15,8740.065860061895,174.08843932756025,58056.10412595419,42276837.50672405,136118109.82219788,103863356.59999998,29028.05206297709,35177.86608288309
16,8829.875932205778,180.2686746182624,60964.74206349206,43190026.69027262,140950377.5435739,106742220.02500002,30482.37103174604,36150.72415236848
17,9069.789655559804,183.82659904521336,62341.22265002824,44304610.63341248,143732285.11743516,111546506.5225,31170.61132501412,37754.13700243518
18,10170.210352162132,201.41333681367715,68947.81465451723,49464313.426565945,157483189.613037,121649804.425,34473.90732725862,41207.75003337272
19,10524.356388263655,202.8920654273074,70159.5,50809956.8082788,158639393.57812837,127672975.93999998,35079.75,43223.38860677386
20,11304.428110132363,223.31858992234592,77779.16906113009,55209233.41803792,174610700.54854828,137648595.13750002,38889.58453056504,46604.85536203161
21,12173.247357258744,237.16477780408636,83953.66334624957,59443417.10171945,185436904.34465212,148603268.72500002,41976.83167312478,50313.34843340676
22,12207.84351143628,240.1022584731841,83571.74296127765,59641719.91961678,187733692.7922996,150204367.40000007,41785.87148063882,50844.56338471457
23,12872.701393811309,271.29949534191206,89171.82459462412,63985506.73268618,212126518.24727812,156865930.5525001,44585.91229731206,53087.73620450403
