Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,1145370,-,-,-,38.89,-77.02,-5,22,-5,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,v3.2.2
Year,Month,Day,Hour,Minute,DNI,DHI,GHI,Dew Point,Temperature,Pressure,Relative Humidity,Wind Direction,Wind Speed,Surface Albedo
1999,1,1,0,30,0,0,0,-8.9,-5.5,1017,76.94,263,1.9000000000000001,0.15
1999,1,1,1,30,0,0,0,-9,-5.7,1018,77.79,266,2.1,0.15
1999,1,1,2,30,0,0,0,-9.1,-5.9,1018,78.27,272,2.1,0.15
1999,1,1,3,30,0,0,0,-9.3,-6.1000000000000005,1018,78.15,278,2.3000000000000003,0.15
1999,1,1,4,30,0,0,0,-9.600000000000001,-6.2,1018,76.84,284,2.5,0.15
1999,1,1,5,30,0,0,0,-10,-6.1000000000000005,1019,73.88,289,2.9000000000000004,0.15
1999,1,1,6,30,0,0,0,-10.5,-6,1020,70.61,293,3.5,0.15
1999,1,1,7,30,0,0,0,-11,-5.1000000000000005,1022,63.49,295,4.2,0.15
1999,1,1,8,30,614,43,143,-11.100000000000001,-3.6,1023,56.19,299,5.1000000000000005,0.15
1999,1,1,9,30,809,58,302,-11.8,-2.3000000000000003,1024,48.17,303,5.9,0.15
1999,1,1,10,30,884,68,424,-12.3,-1.6,1025,43.79,305,6,0.15
1999,1,1,11,30,921,72,495,-12.600000000000001,-1,1025,40.97,306,6.1000000000000005,0.15
1999,1,1,12,30,916,72,503,-12.700000000000001,-0.7000000000000001,1024,39.71,308,6.1000000000000005,0.15
1999,1,1,13,30,581,118,368,-12.700000000000001,-0.8,1025,40.03,311,5.9,0.15
1999,1,1,14,30,501,101,274,-12.8,-1.2000000000000002,1025,40.910000000000004,315,5.6000000000000005,0.15
1999,1,1,15,30,72,85,101,-13,-1.9000000000000001,1026,42.43,319,5.1000000000000005,0.15
1999,1,1,16,30,0,23,23,-13.200000000000001,-2.7,1027,44.28,325,4.4,0.15
1999,1,1,17,30,0,0,0,-13.3,-3.8000000000000003,1028,47.77,332,3.8000000000000003,0.15
1999,1,1,18,30,0,0,0,-13.3,-4.4,1029,49.800000000000004,336,3.5,0.15
1999,1,1,19,30,0,0,0,-13.3,-5.800000000000001,1030,55.5,347,2.9000000000000004,0.15
1999,1,1,20,30,0,0,0,-13.3,-6.5,1031,58.31,176,2.7,0.15
1999,1,1,21,30,0,0,0,-13.5,-7.1000000000000005,1031,60.050000000000004,5,2.6,0.15
1999,1,1,22,30,0,0,0,-13.9,-7.6000000000000005,1031,60.77,15,2.5,0.15
1999,1,1,23,30,0,0,0,-14.200000000000001,-8.1,1031,61.480000000000004,23,2.3000000000000003,0.15
1999,1,2,0,30,0,0,0,-14.5,-8.5,1032,62,27,2.2,0.15
1999,1,2,1,30,0,0,0,-14.9,-8.6,1032,60.54,29,2.2,0.15
1999,1,2,2,30,0,0,0,-15.3,-8.6,1032,58.53,33,2.4000000000000004,0.15
1999,1,2,3,30,0,0,0,-15.600000000000001,-8.5,1032,56.36,39,2.6,0.15
1999,1,2,4,30,0,0,0,-15.9,-8.3,1032,54.18,50,2.7,0.15
1999,1,2,5,30,0,0,0,-16,-8.1,1032,52.870000000000005,63,2.8000000000000003,0.15
1999,1,2,6,30,0,0,0,-16,-7.9,1033,52.1,72,3,0.15
1999,1,2,7,30,0,0,0,-15.700000000000001,-7.7,1033,52.92,78,3.2,0.15
1999,1,2,8,30,12,58,60,-15.100000000000001,-7.5,1033,54.36,83,3.2,0.15
1999,1,2,9,30,53,119,135,-14.700000000000001,-7.2,1033,55.03,87,3.2,0.15
1999,1,2,10,30,0,72,72,-14.200000000000001,-6.800000000000001,1033,55.68,91,3.3000000000000003,0.15
1999,1,2,11,30,863,73,471,-13.700000000000001,-6.2,1032,55.410000000000004,93,3.3000000000000003,0.15
1999,1,2,12,30,864,74,481,-13.3,-5.4,1030,53.620000000000005,98,3.4000000000000004,0.15
1999,1,2,13,30,143,188,250,-13.100000000000001,-4.7,1029,51.78,106,3.4000000000000004,0.15
1999,1,2,14,30,0,90,90,-12.9,-4.2,1028,50.7,109,3.5,0.15
1999,1,2,15,30,0,12,12,-12.3,-4.1000000000000005,1027,52.74,104,3.7,0.15
1999,1,2,16,30,0,19,19,-11.4,-4.2,1026,57.21,95,3.9000000000000004,0.15
1999,1,2,17,30,0,0,0,-10.200000000000001,-4.3,1025,63.410000000000004,89,4.2,0.15
1999,1,2,18,30,0,0,0,-8.8,-4.2,1025,70.33,88,4.3,0.15
1999,1,2,19,30,0,0,0,-7.5,-3.8000000000000003,1023,75.45,87,4.7,0.15
1999,1,2,20,30,0,0,0,-6.2,-3.2,1021,79.69,88,4.9,0.15
