Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,1145370,-,-,-,38.89,-77.02,-5,22,-5,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,v3.2.2
Year,Month,Day,Hour,Minute,DNI,DHI,GHI,Dew Point,Temperature,Pressure,Relative Humidity,Wind Direction,Wind Speed,Surface Albedo
2017,1,1,0,30,0,0,0,-1.5,2,1013,77.55,230,3.1,0.15
2017,1,1,1,30,0,0,0,-1.6,1.4000000000000001,1013,80.17,232,2.7,0.15
2017,1,1,2,30,0,0,0,-1.7000000000000002,0.8,1014,83.13,235,2.5,0.15
2017,1,1,3,30,0,0,0,-1.8,0.4,1014,85.48,242,2.4000000000000004,0.15
2017,1,1,4,30,0,0,0,-1.7000000000000002,0,1015,88.5,250,2.2,0.15
2017,1,1,5,30,0,0,0,-1.4000000000000001,-0.30000000000000004,1016,92.15,257,2.1,0.15
2017,1,1,6,30,0,0,0,-1.1,-0.5,1017,95.75,263,1.9000000000000001,0.15
2017,1,1,7,30,0,0,0,-0.8,1,1018,87.68,270,1.8,0.15
2017,1,1,8,30,141,60,83,0.30000000000000004,3.7,1019,78.65,285,2,0.15
2017,1,1,9,30,237,116,188,1.1,6.300000000000001,1020,69.56,304,2,0.15
2017,1,1,10,30,479,129,322,2.3000000000000003,8.700000000000001,1021,64.3,320,2.1,0.15
2017,1,1,11,30,406,170,357,2.7,10.200000000000001,1021,59.63,321,2.2,0.15
2017,1,1,12,30,841,86,481,2.7,10.9,1021,56.92,312,1.9000000000000001,0.15
2017,1,1,13,30,623,108,377,2.8000000000000003,11.200000000000001,1021,56.300000000000004,306,1.5,0.15
2017,1,1,14,30,636,78,299,3,11,1021,57.620000000000005,309,1,0.15
2017,1,1,15,30,322,74,146,4.4,9.700000000000001,1022,69.48,167,0.7000000000000001,0.15
2017,1,1,16,30,67,25,29,3.1,7.5,1022,73.85000000000001,39,1,0.15
2017,1,1,17,30,0,0,0,2,5.6000000000000005,1023,77.43,68,1.2000000000000002,0.15
2017,1,1,18,30,0,0,0,2,4.9,1023,81.26,78,1.3,0.15
2017,1,1,19,30,0,0,0,1.7000000000000002,4.2,1024,83.71000000000001,96,1.5,0.13
