530.9,109.1,918.3,1117.2,122.5,929.5,490.5,601.1,817.7,611.2,895.7,1123.4,128.6,580.7,784.8,578.4,913.6,1005.3,988.9,1159.3,111.8,100.7
530.9,109.1,918.3,1117.2,122.5,929.5,490.5,601.1,817.7,611.2,895.7,1123.4,128.6,580.7,784.8,578.4,913.6,1005.3,988.9,1159.3,111.8,100.7
530.9,109.1,918.3,1117.2,122.5,929.5,490.5,601.1,817.7,611.2,895.7,1123.4,128.6,580.7,784.8,578.4,913.6,1005.3,988.9,1159.3,111.8,100.7
530.9,109.1,918.3,1117.2,122.5,929.5,490.5,601.1,817.7,611.2,895.7,1123.4,128.6,580.7,784.8,578.4,913.6,1005.3,988.9,1159.3,111.8,100.7
498.6,96.6,874.2,1068.0,107.5,892.0,71.3,574.4,779.6,581.7,856.5,88.6,121.9,546.5,750.7,552.9,873.0,169.7,941.2,1110.9,101.4,86.6
498.6,96.6,874.2,1068.0,107.5,892.0,71.3,574.4,779.6,581.7,856.5,88.6,121.9,546.5,750.7,552.9,873.0,169.7,941.2,1110.9,101.4,86.6
498.6,96.6,874.2,1068.0,107.5,892.0,71.3,574.4,779.6,581.7,856.5,88.6,121.9,546.5,750.7,552.9,873.0,169.7,941.2,1110.9,101.4,86.6
498.6,96.6,874.2,1068.0,107.5,892.0,71.3,574.4,779.6,581.7,856.5,88.6,121.9,546.5,750.7,552.9,873.0,169.7,941.2,1110.9,101.4,86.6
527.2,87.0,947.1,1163.6,96.0,969.9,64.7,625.1,839.2,630.1,933.1,82.1,116.7,578.9,813.5,600.1,939.7,158.6,1011.3,1207.0,93.4,75.7
527.2,87.0,947.1,1163.6,96.0,969.9,64.7,625.1,839.2,630.1,933.1,82.1,116.7,578.9,813.5,600.1,939.7,158.6,1011.3,1207.0,93.4,75.7
527.2,87.0,947.1,1163.6,96.0,969.9,64.7,625.1,839.2,630.1,933.1,82.1,116.7,578.9,813.5,600.1,939.7,158.6,1011.3,1207.0,93.4,75.7
527.2,87.0,947.1,1163.6,96.0,969.9,64.7,625.1,839.2,630.1,933.1,82.1,116.7,578.9,813.5,600.1,939.7,158.6,1011.3,1207.0,93.4,75.7
521.6,83.2,942.2,1159.4,91.4,967.0,62.1,622.7,834.7,626.8,929.7,79.4,114.6,573.2,810.3,597.7,935.2,154.1,1005.4,1203.0,90.2,71.3
521.6,83.2,942.2,1159.4,91.4,967.0,62.1,622.7,834.7,626.8,929.7,79.4,114.6,573.2,810.3,597.7,935.2,154.1,1005.4,1203.0,90.2,71.3
521.6,83.2,942.2,1159.4,91.4,967.0,62.1,622.7,834.7,626.8,929.7,79.4,114.6,573.2,810.3,597.7,935.2,154.1,1005.4,1203.0,90.2,71.3
521.6,83.2,942.2,1159.4,91.4,967.0,62.1,622.7,834.7,626.8,929.7,79.4,114.6,573.2,810.3,597.7,935.2,154.1,1005.4,1203.0,90.2,71.3
