n_households,objective,kWc,wh_battery,puissance_totale,puissance_produite,tot_conso,p_bat_max,total_cost_without 
1,512.5673124051065,11.4168859613831,15593.52273729016,2199424.847270348,8926755.522203578,3303687.0375,7796.76136864508,1117.8150513749413
2,1159.0027203488798,19.983936175224517,37733.75564441856,5019428.33342179,15625251.334816441,8253624.407500001,18866.87782220928,2794.3288755500735
3,2102.331306368003,50.4249547194131,75842.02337133425,10467721.270733416,39426796.80964847,15743630.127499998,37921.01168566712,5310.06974912463
4,3723.7758730581445,100.0,122071.03442714599,18021842.329278305,78189057.4399865,25999536.437500004,61035.517213572995,8800.76580357449
5,5232.238610795528,111.30538020320749,183104.85714285713,24160037.583031293,87028627.66087978,37322599.75750001,91552.42857142857,12654.32760650201
6,6384.819338298324,127.69861945650916,208251.082333825,29023258.99848298,99846346.91691746,45242380.7825,104125.5411669125,15335.307969623605
7,7131.395095875177,136.66123464699476,228325.01569171384,32185660.020385742,106854131.25633189,49954340.592500016,114162.50784585692,16918.251036401514
8,7509.876816383827,147.95268512011654,237397.43721616,34073187.86606652,115682809.95256892,53161239.135,118698.71860808,18006.533963024725
9,8247.471162162425,160.7541881190882,270035.98893953033,37520277.91483285,125692184.48561537,58750571.160000004,135017.99446976517,19883.46968100242
10,9322.725814792264,178.27422245325295,291340.38165967807,42134462.915495895,139390934.19466072,65962166.2325,145670.19082983903,22360.945071167014
11,10166.450826151626,191.83662988137928,320733.3122600973,46015603.557210885,149995252.72888497,72037175.88,160366.65613004865,24388.75706280286
12,10908.212237319387,203.72874903518255,347266.41157594795,49326655.83616968,159293588.6048822,78333880.54999998,173633.20578797397,26536.504512691972
13,12649.778847371763,234.830530521371,398685.3830688959,57214281.89627792,183611778.39597657,91689313.86,199342.69153444795,31095.51676311633
14,13851.824877549361,283.47443800164655,426220.9164024409,63959038.26160426,221645991.1567821,99150178.2775,213110.45820122046,33615.23563715359
15,14457.524867026497,300.2084848985621,452173.96886027715,67081097.912407264,234730184.69704613,103863356.59999998,226086.98443013857,35177.86608288309
16,14797.804862395102,313.404071314643,470015.80859816604,69010828.81901129,245047689.33945838,106742220.02500002,235007.90429908302,36150.72415236848
17,15336.700644509241,315.8486359510894,494616.118490076,71248455.86715713,246959071.38720956,111546506.5225,247308.059245038,37754.13700243518
18,17001.983109910278,329.06429015868264,539932.3834919161,77858467.82244623,257292266.84665143,121649804.425,269966.19174595806,41207.75003337272
19,17756.040057602033,353.9124179830674,577190.4252261085,81964548.57364011,276720783.784024,127672975.93999998,288595.21261305426,43223.388606773864
20,19153.42553854367,403.82714824418497,600032.670705331,89212947.47761047,315748640.8989007,137648595.13750002,300016.3353526655,46604.85536203161
21,20601.082033583,394.2112031674948,650709.5877595491,94110403.59966494,308230024.07948947,148603268.72500002,325354.7938797746,50313.34843340676
22,20727.52995699881,419.83119626721833,674738.9189556596,96042997.85301964,328262055.20035195,150204367.40000007,337369.4594778298,50844.56338471457
23,21711.846095131314,443.0712225786587,701408.2157570058,100751155.260297,346433212.72207516,156865930.5525001,350704.1078785029,53087.73620450403
24,23073.52456404465,477.8964592487926,725674.1123610493,107094506.46548319,373662737.0256904,165112709.98750007,362837.05618052464,55927.42025291558
25,22916.5857279681,450.90666834411473,758053.1411417085,105806428.76921366,352559673.9123051,165349824.72750005,379026.57057085424,55949.49177749315
26,23952.987191101096,489.0151673227805,763827.3715171287,111002637.76093307,382356350.0682493,172054719.73249987,381913.68575856433,58245.32575938776
27,24865.967151594432,503.4382205639698,795818.4941393618,114955067.4147117,393633599.45159876,178761792.4374999,397909.2470696809,60558.73284519676
28,26358.217345316163,542.895850148375,820484.0718348435,122016653.95147377,424485148.1118083,189320077.85750002,410242.03591742174,64141.79208169912
29,28063.642619638485,546.0,881982.1955680079,128371419.48116939,426912253.6223247,202168944.22749993,440991.09778400394,68530.11029581132
30,29453.273572473237,546.0,932489.2502797637,133599032.91825844,426912253.6223247,211278887.9575001,466244.62513988186,71597.62839601134
31,29008.710714414512,546.0,926630.9249226208,132102856.36690368,426912253.6223247,209880408.62000012,463315.4624613104,71107.43900820769
32,29789.727578458584,546.0,947848.0050918171,134884697.05634898,426912253.6223247,215175303.6375,473924.00254590856,72893.75462360698
33,30677.988985328295,546.0,1006154.2564008547,138487391.04900742,426912253.6223247,221530378.97500002,503077.12820042734,75037.1806073826
34,31873.35440238472,546.0,1024609.8447510052,142735925.6617583,426912253.6223247,229249625.3549999,512304.9223755026,77604.26923593345
35,33064.50349217309,546.0,1049311.4495362618,146737958.58833033,426912253.6223247,238466315.00999996,524655.7247681309,80764.44371321479
