n_households,objective,kWc,wh_battery,puissance_totale,puissance_produite,tot_conso,p_bat_max,total_cost_without 
36,33859.18148740068,546.0,1072646.304950876,149697237.5397883,426912253.6223247,245349395.30249995,536323.152475438,83073.28534357526
37,35667.90721295324,546.0,1094665.865079365,155661206.03167227,426912253.6223247,259867007.41999993,547332.9325396825,88040.76210936892
38,34989.33984204173,546.0,1094585.611111111,153476842.39557418,426912253.6223247,257050011.60999992,547292.8055555555,87042.90007441235
39,36770.270430253106,546.0,1129857.0555555555,159732224.689337,426912253.6223247,269336863.26750004,564928.5277777778,91190.46717625063
40,35997.04320495669,546.0,1141741.8990842376,157358308.9707193,426912253.6223247,266458131.22999993,570870.9495421188,90193.4994488469
41,36783.815177491604,546.0,1178416.0595238095,160258785.8262533,426912253.6223247,273159370.3074998,589208.0297619049,92456.56818347822
42,37549.893349409205,546.0,1196669.7658730159,162836819.55371708,426912253.6223247,279903046.6750001,598334.8829365079,94768.23733083707
43,39417.47052072533,546.0,1238611.5476190476,169274865.83759934,426912253.6223247,293531140.7725,619305.7738095238,99415.20247260552
44,39264.61958646759,546.0,1251452.3373015872,168914243.39727744,426912253.6223247,296083703.1099999,625726.1686507937,100262.52277051291
45,40814.96077190703,546.0,1324572.761904762,174784893.2443606,426912253.6223247,309502424.0425001,662286.380952381,104793.94194624665
46,40162.60123140838,546.0,1336734.8586754675,172675774.60100624,426912253.6223247,306519411.4575,668367.4293377338,103799.49778649899
47,41146.410014009685,545.9999968394113,1357009.5873015872,176155402.35035598,426912251.15108603,314095280.76750004,678504.7936507936,106339.26204217586
48,42494.00821117482,546.0,1375427.5357142857,180569549.7735391,426912253.6223247,325030629.1150001,687713.7678571428,110083.587732246
