n_households,objective,kWc,wh_battery,puissance_totale,puissance_produite,tot_conso,p_bat_max,total_cost_without 
29,28065.287686122156,596.7582063534345,880418.0868854038,130761336.50274698,466599616.74351364,202168944.22749993,440209.0434427019,68530.11029581132
30,29476.681047678416,593.8295123302314,921940.6557060617,135836471.5688107,464309698.4914683,211278887.9575001,460970.3278530309,71597.62839601134
31,29019.849513557503,599.5787404632857,927689.1565564262,134692732.88218042,468804965.77877986,209880408.62000012,463844.5782782131,71107.43900820769
32,29836.32282471088,624.5226761496311,945428.3372514736,138762710.66161287,488308393.98037237,215175303.6375,472714.1686257368,72893.75462360698
33,30777.050821450313,646.712069432458,973346.855224339,143282460.17287737,505658071.4398649,221530378.97500002,486673.4276121695,75037.1806073826
34,32037.62451036158,668.6842159064964,999471.8493803393,148920327.64357483,522837885.66724414,229249625.3549999,499735.92469016963,77604.26923593345
35,33367.67624953996,682.5753419932897,1045102.8950267928,154355516.47240844,533699226.22231257,238466315.00999996,522551.4475133964,80764.44371321479
36,34236.34832068103,695.4224314768016,1070689.0411205834,158231524.47330508,543744244.3979448,245349395.30249995,535344.5205602917,83073.28534357526
37,36329.827944976096,767.0920907685074,1143072.1012866362,169232218.79258212,599782075.4685755,259867007.41999993,571536.0506433181,88040.76210936892
38,35612.18922442885,752.6475718366112,1141703.4244017226,166177334.53535888,588488042.2639936,257050011.60999992,570851.7122008613,87042.90007441235
39,37657.66180297374,781.5059117945823,1186766.7172761252,174895944.59711024,611052106.2699602,269336863.26750004,593383.3586380626,91190.46717625063
40,36866.34362735389,768.4118212645424,1188964.3372549852,171739840.93830532,600813960.304174,266458131.22999993,594482.1686274926,90193.4994488469
41,37800.66821882033,769.1781265738365,1216800.9657025936,175120310.6251007,601413127.2026262,273159370.3074998,608400.4828512968,92456.56818347822
42,38725.559188917396,809.878964529895,1243174.9840654943,180353855.5658139,633236728.7706418,279903046.6750001,621587.4920327471,94768.23733083707
43,41027.33265834045,851.4282568127921,1283206.7105739538,190339513.969062,665723728.779624,293531140.7725,641603.3552869769,99415.20247260552
44,40969.06409137063,869.249990032818,1313064.7619674634,191369575.32208708,679658374.0038239,296083703.1099999,656532.3809837317,100262.52277051291
45,42878.227484209965,884.7227361754514,1377076.867780647,199210879.85319412,691756368.3728423,309502424.0425001,688538.4338903235,104793.94194624665
46,42133.285929207355,878.7928877085067,1365391.5319328413,196189098.1188928,687119875.748911,306519411.4575,682695.7659664206,103799.49778649899
47,43388.5903710718,910.6820571173937,1400295.6721864035,202380773.29626805,712053716.735161,314095280.76750004,700147.8360932018,106339.26204217586
48,45108.90008036775,943.966260225552,1441886.4516103317,210019862.70746148,738078321.4218297,325030629.1150001,720943.2258051658,110083.587732246
