301.6,564.0,664.0,983.2,1568.3,719.4,263.8,410.4,608.2,411.8,663.4,899.5,1587.8,349.3,509.1,345.7,624.8,686.4,647.4,960.9
301.6,564.0,664.0,983.2,1568.3,719.4,263.8,410.4,608.2,411.8,663.4,899.5,1587.8,349.3,509.1,345.7,624.8,686.4,647.4,960.9
301.6,564.0,664.0,983.2,1568.3,719.4,263.8,410.4,608.2,411.8,663.4,899.5,1587.8,349.3,509.1,345.7,624.8,686.4,647.4,960.9
301.6,564.0,664.0,983.2,1568.3,719.4,263.8,410.4,608.2,411.8,663.4,899.5,1587.8,349.3,509.1,345.7,624.8,686.4,647.4,960.9
258.6,0.0,596.0,886.8,0.0,641.9,223.7,357.5,540.8,364.4,594.9,811.3,0.0,301.7,451.7,302.0,563.2,619.5,583.5,866.9
258.6,0.0,596.0,886.8,0.0,641.9,223.7,357.5,540.8,364.4,594.9,811.3,0.0,301.7,451.7,302.0,563.2,619.5,583.5,866.9
258.6,0.0,596.0,886.8,0.0,641.9,223.7,357.5,540.8,364.4,594.9,811.3,0.0,301.7,451.7,302.0,563.2,619.5,583.5,866.9
258.6,0.0,596.0,886.8,0.0,641.9,223.7,357.5,540.8,364.4,594.9,811.3,0.0,301.7,451.7,302.0,563.2,619.5,583.5,866.9
287.5,0.0,669.9,975.9,0.0,710.5,253.4,399.8,596.2,411.0,668.4,903.7,0.0,334.0,511.1,344.7,632.0,695.1,660.0,957.1
287.5,0.0,669.9,975.9,0.0,710.5,253.4,399.8,596.2,411.0,668.4,903.7,0.0,334.0,511.1,344.7,632.0,695.1,660.0,957.1
287.5,0.0,669.9,975.9,0.0,710.5,253.4,399.8,596.2,411.0,668.4,903.7,0.0,334.0,511.1,344.7,632.0,695.1,660.0,957.1
287.5,0.0,669.9,975.9,0.0,710.5,253.4,399.8,596.2,411.0,668.4,903.7,0.0,334.0,511.1,344.7,632.0,695.1,660.0,957.1
282.2,0.0,665.5,968.8,0.0,703.8,248.6,394.1,589.9,407.1,663.8,898.0,0.0,328.2,506.6,340.7,628.4,691.3,656.6,950.5
282.2,0.0,665.5,968.8,0.0,703.8,248.6,394.1,589.9,407.1,663.8,898.0,0.0,328.2,506.6,340.7,628.4,691.3,656.6,950.5
