710.2,426.2,1275.8,1288.0,1647.9,1203.0,193.0,352.7,686.0,224.9,428.6,737.4,1729.6,814.9,655.1,342.0,513.8,829.5,1179.6,958.1,1144.7,128.6
600.7,322.5,840.2,840.7,982.9,674.2,250.7,378.1,687.4,238.0,487.1,463.7,1223.9,572.7,781.8,358.0,662.1,498.8,1021.2,991.1,1527.8,157.7
696.6,501.5,1015.8,1013.7,1721.4,989.4,205.8,472.7,929.3,258.8,647.9,808.2,1427.8,373.7,807.5,444.6,498.1,873.0,786.0,1347.0,1169.0,165.3
732.9,336.8,726.8,731.3,1435.5,791.4,172.7,324.1,587.4,195.3,474.9,650.3,1433.2,419.3,833.7,311.4,713.8,723.9,426.9,830.6,1174.2,165.1
490.9,384.3,685.0,691.5,1051.7,571.5,222.4,494.3,633.2,286.4,479.4,470.6,1525.0,310.9,650.4,479.2,492.2,529.4,468.7,884.3,1442.0,127.6
307.0,391.0,919.2,928.0,1652.4,897.9,145.3,345.4,836.1,163.7,591.5,739.4,1199.8,298.8,968.9,334.8,571.6,831.7,352.0,1167.8,1031.7,190.2
365.1,417.6,600.5,606.2,1407.3,764.7,159.1,401.1,632.5,288.0,423.2,629.7,1787.3,401.0,553.9,388.8,581.6,708.4,338.3,883.3,1602.4,108.7
274.2,328.5,657.8,664.1,1139.1,619.0,210.2,408.1,646.5,247.1,657.3,509.7,1021.8,261.9,974.1,395.7,621.1,573.4,454.0,902.9,1119.5,191.2
263.6,489.4,868.7,877.0,1568.7,852.4,159.0,435.8,797.6,182.8,459.2,702.0,1797.0,286.9,836.0,422.5,488.7,789.6,296.6,1113.9,1300.1,164.1
353.7,279.8,657.1,663.4,1543.0,838.4,162.5,342.9,570.7,287.2,533.3,690.4,1542.2,378.9,618.4,332.4,728.0,776.7,324.9,797.0,1323.0,121.4
231.1,492.1,671.7,678.1,1062.4,577.3,200.5,510.8,886.4,244.6,542.7,475.4,1140.7,286.6,971.5,495.2,416.2,534.8,429.1,1237.9,1412.8,190.7
323.4,451.6,899.0,895.2,1684.7,972.3,178.6,321.3,666.2,213.2,608.8,793.8,1818.0,320.0,862.6,297.2,778.8,854.8,488.7,982.1,1138.5,176.5
390.5,335.8,649.2,645.5,1569.1,898.1,250.9,537.0,756.7,284.8,479.4,734.1,1547.0,383.0,697.9,509.2,665.6,795.3,463.0,1098.2,1677.5,142.7
252.8,490.8,920.9,929.7,1159.7,630.2,155.6,440.8,731.8,268.2,679.2,518.9,1235.5,258.6,922.3,427.3,464.6,583.7,409.3,1022.1,946.6,181.0
258.5,418.0,643.4,649.5,1767.8,960.6,180.8,326.0,781.5,184.6,388.3,791.0,1701.4,401.7,907.2,316.1,730.0,889.8,292.9,1091.5,1664.9,178.0
318.9,338.3,747.2,754.3,5305.8,2883.1,183.9,512.2,614.9,281.0,682.9,2374.2,1673.5,280.6,624.6,496.6,621.7,2670.7,454.9,858.7,1428.8,122.6
228.1,465.9,760.4,767.6,6270.4,3407.3,196.4,436.2,916.0,263.3,586.1,2805.8,1152.3,325.9,950.6,422.9,503.2,3156.2,317.8,1279.2,1056.8,186.6
354.3,458.3,812.0,819.7,5235.2,2844.8,154.5,353.1,523.6,201.6,433.5,2342.6,1753.5,331.7,890.6,342.3,693.0,2635.2,369.1,731.3,1660.4,174.8
247.6,315.5,638.8,644.9,6094.8,3311.9,230.2,486.3,920.9,307.2,681.1,2727.3,1642.9,354.2,681.8,471.4,681.6,3067.9,375.5,1286.1,1414.1,133.8
287.5,480.2,951.7,960.7,5019.3,2727.5,131.6,478.3,790.3,922.1,580.0,2246.0,1257.8,278.7,1039.3,463.7,469.3,2526.5,401.0,1103.8,1144.7,204.0
313.7,458.7,565.1,566.8,5285.8,2889.3,242.0,338.1,598.7,1094.4,478.3,2377.2,1925.0,423.2,3130.0,323.5,728.3,2662.7,364.8,851.6,1584.4,616.4
386.3,375.2,1030.7,1027.5,6817.6,3764.3,235.6,531.9,967.7,925.9,677.3,3092.6,5781.7,265.6,3723.6,500.6,718.4,3438.8,642.3,1405.8,1578.7,738.3
273.9,536.7,849.3,852.4,6742.5,3686.6,161.0,481.3,801.0,1065.4,647.7,3033.1,6811.1,428.1,3092.1,460.8,531.1,3396.6,334.3,1139.3,1078.3,609.7
366.2,1575.8,607.4,613.2,6696.2,3638.7,230.8,359.5,633.2,872.3,437.9,2996.4,5678.1,358.2,3583.4,348.5,780.9,3370.6,472.6,884.3,1624.6,703.3
209.3,2226.2,954.2,963.3,7004.2,3806.1,196.6,548.0,871.9,915.1,666.4,3134.2,6610.4,264.9,2951.1,826.9,2343.9,3525.6,1201.5,1217.7,1522.1,579.2
368.1,2054.5,812.7,820.4,5622.2,3055.1,341.1,1644.7,857.6,1172.5,624.3,2515.8,5443.9,416.2,3095.8,2000.4,2770.0,2830.0,1392.9,1197.7,1165.3,607.6
315.9,2307.9,657.8,664.1,4283.7,2327.8,469.0,1943.7,590.5,1167.1,478.0,2235.3,6461.3,354.5,3966.4,2288.8,2312.7,2156.2,1560.1,824.7,1776.3,778.4
