n_households,objective,kWc,wh_battery,puissance_totale,puissance_produite,tot_conso,p_bat_max,total_cost_without 
1,512.5454308280632,11.59803890186225,15908.285307250824,2210475.419833664,9068397.29888898,3303687.0375,7954.142653625412,1117.8150513749413
2,1158.9908383076902,19.87318382488526,37752.40463745738,5012691.474185803,15538655.11599343,8253624.407500001,18876.20231872869,2794.3288755500735
3,2102.332922689954,50.3829483245324,75921.2563868501,10466770.729389654,39393952.40542699,15743630.127499998,37960.62819342505,5310.06974912463
4,3628.257709282011,72.8,112417.0100531462,16759001.014569294,56921633.81630952,25999536.437500004,56208.5050265731,8800.76580357449
5,4904.596004731884,72.8,167760.79834685547,21457827.204379052,56921633.81630952,37322599.75750001,83880.39917342774,12654.32760650201
6,5802.785671512684,72.8,185540.7838685017,24515607.12072091,56921633.81630952,45242380.7825,92770.39193425085,15335.307969623605
7,6349.2136594080985,72.8,190191.8760245173,26323569.0320898,56921633.81630952,49954340.592500016,95095.93801225864,16918.251036401514
8,6559.929978376841,72.8,189474.37436727813,26932748.12141691,56921633.81630952,53161239.135,94737.18718363906,18006.533963024725
9,6973.243243849922,72.8,203120.71565230205,28332144.952572394,56921633.81630952,58750571.160000004,101560.35782615103,19883.46968100242
10,7660.547399358431,72.78757809407064,211187.18621778462,30514708.266607318,56911921.24514736,65962166.2325,105593.59310889231,22360.945071167014
11,8105.7601866490395,72.8,212830.26473528604,31961327.066201977,56921633.81630952,72037175.88,106415.13236764302,24388.75706280286
12,8428.571981036763,72.8,232316.63775115894,33093866.85452357,56921633.81630952,78333880.54999998,116158.31887557947,26536.504512691972
13,9185.949488963706,72.8,228284.45119968994,35348627.95618725,56921633.81630952,91689313.86,114142.22559984497,31095.51676311633
14,9779.232063855376,72.8,235148.1075530922,37322175.466372564,56921633.81630952,99150178.2775,117574.0537765461,33615.23563715359
15,9979.815234344926,72.8,231484.98073987445,37866058.4254327,56921633.81630952,103863356.59999998,115742.49036993722,35177.86608288309
16,10059.793094674576,72.8,234423.35228006708,38147850.436414935,56921633.81630952,106742220.02500002,117211.67614003354,36150.72415236848
17,10185.733337130081,72.8,235208.00956155913,38550598.05028698,56921633.81630952,111546506.5225,117604.00478077956,37754.13700243518
18,10897.38358775806,72.8,241060.8217060451,40849190.19960321,56921633.81630952,121649804.425,120530.41085302255,41207.75003337272
19,11092.521770285486,72.8,238677.2177729446,41403840.12500585,56921633.81630952,127672975.93999998,119338.6088864723,43223.388606773864
20,11515.075592143949,72.8,246708.4385396991,42761149.783711866,56921633.81630952,137648595.13750002,123354.21926984955,46604.85536203161
21,11957.595117742167,72.8,243270.38819607836,44101980.06185102,56921633.81630952,148603268.72500002,121635.19409803918,50313.34843340676
22,11980.225743227727,72.79912953268848,244813.20200365994,44173610.638130605,56920953.20612298,150204367.40000007,122406.60100182997,50844.56338471457
23,12262.388307260746,72.79824657549797,242578.54653781312,45017003.698519416,56920262.830218315,156865930.5525001,121289.27326890656,53087.73620450403
24,12692.429290697648,72.8,235978.2112804833,46209899.58487575,56921633.81630952,165112709.98750007,117989.10564024164,55927.42025291558
25,12535.297071595423,72.79824657549797,259664.5353168505,45993505.18663475,56920262.830218315,165349824.72750005,129832.26765842525,55949.49177749315
26,12877.738358821081,72.8,249722.53359560898,46882392.31166932,56921633.81630952,172054719.73249987,124861.26679780449,58245.32575938776
27,13017.569104807235,72.79912953268848,247145.8365269836,47191153.83576356,56920953.20612298,178761792.4374999,123572.9182634918,60558.73284519676
28,13317.684785800979,72.8,237005.5210226268,47961981.07021623,56921633.81630952,189320077.85750002,118502.7605113134,64141.79208169912
29,13633.051716233518,72.8,236101.11152720233,48854449.65162622,56921633.81630952,202168944.22749993,118050.55576360117,68530.11029581132
30,13879.66960486387,72.8,262706.77786923223,49798608.86475901,56921633.81630952,211278887.9575001,131353.38893461612,71597.62839601134
31,13760.930971953223,72.79912953268848,249295.28113958548,49325490.79469124,56920953.20612298,209880408.62000012,124647.64056979274,71107.43900820769
32,13860.275577340739,72.8,252877.39342694625,49652425.2205302,56921633.81630952,215175303.6375,126438.69671347312,72893.75462360698
33,14031.605600477902,72.8,245718.9626773722,50054087.358075365,56921633.81630952,221530378.97500002,122859.4813386861,75037.1806073826
34,14267.680366101782,72.8,242280.9466059437,50660307.802400656,56921633.81630952,229249625.3549999,121140.47330297185,77604.26923593345
35,14459.41603811966,72.8,238130.67503028963,51129746.79468892,56921633.81630952,238466315.00999996,119065.33751514481,80764.44371321479
36,14564.443222122743,72.8,230609.11413137428,51381124.46535518,56921633.81630952,245349395.30249995,115304.55706568714,83073.28534357526
37,14778.179515997508,72.8,210685.51216927782,51748981.787961945,56921633.81630952,259867007.41999993,105342.75608463891,88040.76210936892
38,14638.653942745032,72.8,215257.47984566013,51417792.44701147,56921633.81630952,257050011.60999992,107628.73992283006,87042.90007441235
39,14927.844411298689,72.8,213894.00956021724,52189866.14496984,56921633.81630952,269336863.26750004,106947.00478010862,91190.46717625063
40,14759.808739986453,72.8,219725.90270280294,51771429.77032846,56921633.81630952,266458131.22999993,109862.95135140147,90193.4994488469
41,14839.351469084391,72.8,212280.97857614257,51913632.00683403,56921633.81630952,273159370.3074998,106140.48928807129,92456.56818347822
42,14957.823895626181,72.8,205808.84622183608,52178388.21948847,56921633.81630952,279903046.6750001,102904.42311091804,94768.23733083707
43,15209.387766514521,72.8,191397.01245031806,52731867.706148915,56921633.81630952,293531140.7725,95698.50622515903,99415.20247260552
44,15114.842528512518,72.8,210697.4774420489,52599109.53759413,56921633.81630952,296083703.1099999,105348.73872102445,100262.52277051291
45,15292.549441545114,72.8,192813.28197680818,52923486.924086265,56921633.81630952,309502424.0425001,96406.64098840409,104793.94194624665
46,15185.02313931851,72.8,187788.20407897895,52627651.47605255,56921633.81630952,306519411.4575,93894.10203948947,103799.49778649899
47,15275.14859957666,72.8,200086.4657688369,52945463.49948687,56921633.81630952,314095280.76750004,100043.23288441845,106339.26204217586
48,15439.35253032156,72.8,181254.7026066004,53205018.195484474,56921633.81630952,325030629.1150001,90627.3513033002,110083.587732246
