max_area,min_area,n_households,objective,kWc,wh_battery,puissance_totale,puissance_produite,tot_conso,p_bat_max,total_cost_without
50.0,20.0,20,2053.4578124565123,9.1,3038.3827262772893,7068338.450227583,7115204.22703869,137648595.13750002,1519.1913631386446,46604.85536203161
113.15789473684211,58.421052631578945,20,4635.747361336129,20.594736842105263,27586.421874829415,15508190.56123562,16102830.619087495,137648595.13750002,13793.210937414708,46604.85536203161
176.31578947368422,96.84210526315789,20,6697.87600430457,32.089473684210525,85671.78877761569,23326941.627800804,25090457.011136267,137648595.13750002,42835.89438880784,46604.85536203161
239.4736842105263,135.26315789473682,20,8404.436852946064,43.584210526315786,148104.76599465188,30202784.86228686,34078083.40318557,137648595.13750002,74052.38299732594,46604.85536203161
302.63157894736844,173.68421052631578,20,9820.1056522069,55.078947368421055,193196.73368944874,35860016.22246394,43065709.79523431,137648595.13750002,96598.36684472437,46604.85536203161
365.7894736842105,212.10526315789474,20,10957.712616211236,66.57368421052631,200000.0,40181752.77417778,52053336.18728327,137648595.13750002,100000.0,46604.85536203161
428.9473684210526,250.52631578947367,20,11908.546042522697,78.06842105263158,200000.0,43783293.33924317,61040962.57933178,137648595.13750002,100000.0,46604.85536203161
492.10526315789474,288.9473684210526,20,12705.796807745563,89.56315789473685,200000.0,46781035.78006015,70028588.97138123,137648595.13750002,100000.0,46604.85536203161
555.2631578947369,327.36842105263156,20,13436.388466186141,101.05789473684212,200000.0,49531494.54288653,79016215.3634296,137648595.13750002,100000.0,46604.85536203161
618.421052631579,365.7894736842105,20,13991.54632760815,112.55263157894737,200000.0,51897064.40132198,88003841.75547916,137648595.13750002,100000.0,46604.85536203161
681.578947368421,404.2105263157895,20,14442.409191754941,124.04736842105262,200000.0,53931073.389126085,96991468.1475272,137648595.13750002,100000.0,46604.85536203161
744.7368421052631,442.6315789473684,20,14819.544459511797,135.54210526315788,200000.0,55729278.79645579,105979094.53957564,137648595.13750002,100000.0,46604.85536203161
807.8947368421052,481.05263157894734,20,15133.615413924792,147.03684210526313,200000.0,57320479.74843505,114966720.93162633,137648595.13750002,100000.0,46604.85536203161
871.0526315789473,519.4736842105262,20,15389.198976675238,158.5315789473684,200000.0,58728665.06197389,123954347.3236735,137648595.13750002,100000.0,46604.85536203161
934.2105263157895,557.8947368421052,20,15586.670307536002,170.02631578947367,200000.0,59952659.689147934,132941973.71572222,137648595.13750002,100000.0,46604.85536203161
997.3684210526316,596.3157894736842,20,15744.887639716857,181.52105263157893,200000.0,61055261.69181486,141929600.10777208,137648595.13750002,100000.0,46604.85536203161
1060.5263157894738,634.7368421052631,20,15874.896781464435,193.0157894736842,200000.0,62072498.27912857,150917226.49981943,137648595.13750002,100000.0,46604.85536203161
1123.6842105263158,673.1578947368421,20,15967.678062798102,204.5105263157895,200000.0,62972565.75639197,159904852.89186582,137648595.13750002,100000.0,46604.85536203161
1186.842105263158,711.578947368421,20,16045.756470341035,216.00526315789475,200000.0,63830235.58738422,168892479.2839201,137648595.13750002,100000.0,46604.85536203161
1250.0,750.0,20,16111.635836775735,227.5,200000.0,64661860.210726365,177880105.6759687,137648595.13750002,100000.0,46604.85536203161
