0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
4.654438076268061497e-01 7.764976459318082114e+00 4.497441217646565570e-01
1.159997879510217933e+00 2.519361052504189402e+01 5.414817596229848107e+01
1.735212206415738478e+00 1.123269256621702850e+00 7.931480309621984759e+01
1.962078663329750450e+00 1.232755536909484695e+00 2.015161183488614505e+00
1.844456631315510187e+00 1.232359443917549813e+00 1.900864291848892051e+00
1.383207075011839482e+00 1.010349810597965803e+00 8.764889137983801959e+01
1.959630088470516007e+00 6.758383112414878546e-01 7.849059321248692545e-01
4.616989284303300023e-01 2.259050228366513424e-01 2.253288875756550569e-01
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.499907622498756155e+01 1.764552421708769003e+01 4.537770685916306945e-01
1.139833145375346968e+00 9.044756588976436973e-01 1.129390693769788845e+00
1.704424978406247737e+00 1.127950355617297840e+00 1.687681047383542410e+00
7.915061631166036449e+00 1.237904745804639273e+00 2.020994553006202121e+00
6.903000905928958097e+00 1.237112559820769286e+00 1.908822160141403712e+00
8.278911033877488990e+01 1.013266495356759389e+00 7.966907657884968330e+01
5.468609878427052706e+01 6.764864634101086516e-01 7.922156482487600071e-01
8.904776277836999654e+00 2.259050228366513424e-01 2.276334286196402545e-01
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
