n_households,objective,kWc,wh_battery,puissance_totale,puissance_produite,tot_conso,p_bat_max,total_cost_without 
1,512.5475239580045,11.591081401922334,15896.196292544266,2210053.387557994,9062957.295264576,3303687.0375,7948.098146272133,1117.8150513749413
2,1156.4568874583006,18.2,37656.93650793651,4901234.574992101,14230408.45407738,8253624.407500001,18828.468253968254,2794.3288755500735
3,1900.2659125916657,18.199885883876714,54976.2744359794,7452770.091460387,14230319.227756059,15743630.127499998,27488.1372179897,5310.06974912463
4,2582.543549588274,18.199885883876714,61064.17300143297,9579905.987633025,14230319.227756059,25999536.437500004,30532.086500716487,8800.76580357449
5,2956.267441736748,18.199885883876714,62093.9444978803,10690639.376635084,14230319.227756059,37322599.75750001,31046.97224894015,12654.32760650201
6,3271.2200262573606,18.199885883876714,62778.2516897523,11634242.100431437,14230319.227756059,45242380.7825,31389.12584487615,15335.307969623605
7,3454.8716743707396,18.2,65624.89701552724,12231093.93879202,14230408.45407738,49954340.592500016,32812.44850776362,16918.251036401514
8,3498.4989329557925,18.2,64022.637800281,12324127.790541822,14230408.45407738,53161239.135,32011.3189001405,18006.533963024725
9,3583.3370932175717,18.2,63390.32365951489,12563431.728812968,14230408.45407738,58750571.160000004,31695.161829757446,19883.46968100242
10,3759.8595099979048,18.2,54953.54005534897,12948309.650940718,14230408.45407738,65962166.2325,27476.770027674484,22360.945071167014
11,3832.7406385560466,18.2,52501.48740743934,13132712.186191162,14230408.45407738,72037175.88,26250.74370371967,24388.75706280286
12,3894.4407602553083,18.2,45734.5900139612,13239154.299355896,14230408.45407738,78333880.54999998,22867.2950069806,26536.504512691972
13,3964.0378165212082,18.2,40602.46873836517,13374294.722395718,14230408.45407738,91689313.86,20301.234369182584,31095.51676311633
14,4029.807056726302,18.2,33312.572133905844,13521125.882389385,14230408.45407738,99150178.2775,16656.286066952922,33615.23563715359
15,4050.7309636401133,18.2,32750.715178714185,13575382.199011816,14230408.45407738,103863356.59999998,16375.357589357092,35177.86608288309
16,4054.1924423037576,18.2,32682.895788942773,13586842.421147035,14230408.45407738,106742220.02500002,16341.447894471386,36150.72415236848
17,4068.6854476214608,18.2,30160.58779151426,13611680.94866541,14230408.45407738,111546506.5225,15080.29389575713,37754.13700243518
18,4120.316561381102,18.2,22872.30007713188,13735784.426024724,14230408.45407738,121649804.425,11436.15003856594,41207.75003337272
19,4139.627182219589,18.2,20923.972864408453,13786101.059860753,14230408.45407738,127672975.93999998,10461.986432204227,43223.388606773864
20,4160.073177253409,18.2,18863.514293914846,13834292.24853123,14230408.45407738,137648595.13750002,9431.757146957423,46604.85536203161
21,4184.446854436513,18.2,16398.074702575403,13904582.023776188,14230408.45407738,148603268.72500002,8199.037351287701,50313.34843340676
22,4187.021846548306,18.2,17148.337446599573,13914375.35708596,14230408.45407738,150204367.40000007,8574.168723299787,50844.56338471457
23,4200.791362881605,18.2,14907.105164355757,13948642.623102406,14230408.45407738,156865930.5525001,7453.552582177878,53087.73620450403
24,4212.880404116942,18.2,14072.638312196092,13981778.00782241,14230408.45407738,165112709.98750007,7036.319156098046,55927.42025291558
25,4213.726746167194,18.2,14172.57922217649,13981915.795742562,14230408.45407738,165349824.72750005,7086.289611088245,55949.49177749315
26,4227.307678812576,18.2,12116.7482085324,14016465.12179058,14230408.45407738,172054719.73249987,6058.3741042662,58245.32575938776
27,4233.4781138147055,18.2,11997.6027839498,14037308.86352158,14230408.45407738,178761792.4374999,5998.8013919749,60558.73284519676
28,4237.773693059344,18.2,11344.930131954738,14045836.90723382,14230408.45407738,189320077.85750002,5672.465065977369,64141.79208169912
29,4245.601934533649,18.2,9876.152482058384,14065580.172189733,14230408.45407738,202168944.22749993,4938.076241029192,68530.11029581132
30,4250.786221313808,18.2,8821.767960696228,14079442.713576995,14230408.45407738,211278887.9575001,4410.883980348114,71597.62839601134
31,4252.5994730331995,18.2,8943.349852694319,14085809.997225523,14230408.45407738,209880408.62000012,4471.674926347159,71107.43900820769
32,4249.822433441344,18.2,9399.781222957137,14077758.894217385,14230408.45407738,215175303.6375,4699.890611478569,72893.75462360698
33,4254.03240311956,18.2,8660.77922217649,14087883.677365514,14230408.45407738,221530378.97500002,4330.389611088245,75037.1806073826
34,4265.855144109164,18.2,7098.964476784204,14121314.044551697,14230408.45407738,229249625.3549999,3549.482238392102,77604.26923593345
35,4271.440517326511,18.2,5909.217492666659,14135474.271033883,14230408.45407738,238466315.00999996,2954.6087463333297,80764.44371321479
36,4274.336495136417,18.2,5636.472815350971,14142981.471580412,14230408.45407738,245349395.30249995,2818.2364076754857,83073.28534357526
37,4278.445878013827,18.2,4856.415400417438,14152958.648548169,14230408.45407738,259867007.41999993,2428.207700208719,88040.76210936892
38,4270.1598000242175,18.2,6674.805451855951,14130889.104569504,14230408.45407738,257050011.60999992,3337.4027259279756,87042.90007441235
39,4280.8575054847925,18.2,4433.11794042763,14159830.020297704,14230408.45407738,269336863.26750004,2216.558970213815,91190.46717625063
40,4277.973730293378,18.2,4793.847278541682,14152028.437812367,14230408.45407738,266458131.22999993,2396.923639270841,90193.4994488469
41,4275.2930004394675,18.2,5337.681222957144,14143243.71670479,14230408.45407738,273159370.3074998,2668.840611478572,92456.56818347822
