488.7,791.6,928.1,1139.1,1814.4,1001.5,547.7
488.7,791.6,928.1,1139.1,1814.4,1001.5,547.7
488.7,791.6,928.1,1139.1,1814.4,1001.5,547.7
488.7,791.6,928.1,1139.1,1814.4,1001.5,547.7
463.5,95.8,883.5,1091.3,92.9,954.7,516.6
463.5,95.8,883.5,1091.3,92.9,954.7,516.6
463.5,95.8,883.5,1091.3,92.9,954.7,516.6
463.5,95.8,883.5,1091.3,92.9,954.7,516.6
497.4,86.9,955.9,1188.0,84.5,1025.4,546.1
497.4,86.9,955.9,1188.0,84.5,1025.4,546.1
497.4,86.9,955.9,1188.0,84.5,1025.4,546.1
497.4,86.9,955.9,1188.0,84.5,1025.4,546.1
494.0,83.3,950.8,1184.2,81.2,1019.7,540.9
494.0,83.3,950.8,1184.2,81.2,1019.7,540.9
494.0,83.3,950.8,1184.2,81.2,1019.7,540.9
494.0,83.3,950.8,1184.2,81.2,1019.7,540.9
506.5,81.5,976.6,1217.7,79.5,1045.2,99.5
506.5,81.5,976.6,1217.7,79.5,1045.2,99.5
506.5,81.5,976.6,1217.7,79.5,1045.2,99.5
506.5,81.5,976.6,1217.7,79.5,1045.2,99.5
590.6,80.6,1145.3,1429.1,78.7,1213.6,98.2
590.6,80.6,1145.3,1429.1,78.7,1213.6,98.2
590.6,80.6,1145.3,1429.1,78.7,1213.6,98.2
590.6,80.6,1145.3,1429.1,78.7,1213.6,98.2
598.2,198.6,1332.6,1437.6,86.2,1226.4,109.9
598.2,198.6,1332.6,1437.6,86.2,1226.4,109.9
598.2,88.6,1156.6,1437.6,86.2,1226.4,109.9
598.2,88.6,1156.6,1437.6,86.2,1226.4,109.9
638.4,1044.9,1230.7,1521.7,2457.3,1303.0,694.3
638.4,1044.9,1230.7,1521.7,2457.3,1303.0,694.3
638.4,1044.9,1230.7,1521.7,2457.3,1303.0,714.3
638.4,1044.9,1230.7,1521.7,2457.3,1303.0,714.3
676.1,1046.7,1233.2,1523.6,2623.0,1305.8,696.9
676.1,1046.7,1233.2,1523.6,2623.0,1305.8,696.9
640.1,1046.7,1233.2,1523.6,2459.0,1305.8,696.9
640.1,1046.7,1233.2,1655.6,2459.0,1305.8,696.9
596.1,995.2,1178.7,1462.8,2379.1,1251.6,653.7
596.1,995.2,1178.7,1462.8,2379.1,2499.6,653.7
596.1,995.2,1178.7,1462.8,2379.1,1251.6,653.7
596.1,995.2,1178.7,1462.8,2379.1,1251.6,653.7
0.0,0.0,0.0,0.0,0.0,0.0,0.0
