525.4,729.2,751.3,809.0,928.4,758.1,498.5
525.4,729.2,751.3,809.0,928.4,758.1,498.5
525.4,729.2,751.3,809.0,928.4,758.1,498.5
525.4,729.2,751.3,809.0,928.4,758.1,498.5
494.6,94.0,862.7,1145.5,88.6,901.5,477.7
219.9,94.0,247.1,268.0,88.6,250.0,218.7
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
17.8,17.8,17.8,17.8,17.8,17.8,17.8
17.8,17.8,17.8,17.8,17.8,17.8,17.8
17.8,17.8,17.8,17.8,17.8,17.8,17.8
17.8,17.8,17.8,17.8,17.8,17.8,17.8
624.5,955.9,2262.1,1446.8,2222.7,1136.9,597.6
624.5,955.9,2262.1,1446.8,2222.7,1136.9,597.6
624.5,955.9,2262.1,1446.8,2222.7,3089.9,597.6
624.5,955.9,2262.1,1446.8,2222.7,3089.9,597.6
570.4,863.5,2150.8,1308.0,1988.4,2978.1,542.0
570.4,863.5,2150.8,1308.0,1988.4,3257.9,542.0
570.4,863.5,2150.8,1308.0,1988.4,3257.9,542.0
570.4,863.5,2150.8,1308.0,1988.4,2978.1,542.0
823.5,797.2,850.3,815.6,843.6,884.3,544.6
839.6,802.6,874.5,824.9,864.9,808.0,544.6
825.2,799.9,802.3,941.0,842.5,803.6,544.6
794.2,794.2,794.2,794.2,794.2,794.2,794.2
789.6,789.6,789.6,789.6,789.6,789.6,789.6
789.6,789.6,789.6,789.6,789.6,789.6,789.6
789.6,789.6,789.6,789.6,789.6,789.6,789.6
789.6,789.6,789.6,789.6,789.6,789.6,789.6
1450.2,1942.9,882.5,4291.5,1756.6,915.3,1175.0
1450.2,1942.9,882.5,1173.5,1756.6,915.3,1175.0
1450.2,1942.9,882.5,1173.5,4863.6,915.3,1175.0
520.2,1942.9,882.5,1173.5,4863.6,915.3,488.0
510.2,845.8,755.2,779.5,1091.9,758.0,477.2
510.2,843.3,767.5,778.7,1083.4,757.7,477.2
510.2,843.3,767.5,778.7,1083.4,757.7,477.2
