Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,454991,-,-,-,50.85,4.34,1,30,1,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,unknown
Year,Month,Day,Hour,Minute,DNI,DHI,GHI,Dew Point,Temperature,Pressure,Relative Humidity,Wind Direction,Wind Speed,Surface Albedo
2019,1,1,0,30,0,0,0,1.3,1.6,1029,98.05,136,2.5,0.11
2019,1,1,1,30,0,0,0,5.6000000000000005,5.800000000000001,1028,98.84,251,3.3000000000000003,0.11
2019,1,1,2,30,0,0,0,5.5,5.800000000000001,1028,98.04,254,3.4000000000000004,0.11
2019,1,1,3,30,0,0,0,5.5,5.800000000000001,1028,97.65,259,3.5,0.11
2019,1,1,4,30,0,0,0,5.4,6,1027,96.12,262,3.5,0.11
2019,1,1,5,30,0,0,0,5.5,6.1000000000000005,1027,95.77,262,3.4000000000000004,0.11
2019,1,1,6,30,0,0,0,5.5,6.2,1027,95.4,260,3.4000000000000004,0.11
2019,1,1,7,30,0,0,0,5.5,6.4,1027,94.09,261,3.6,0.11
2019,1,1,8,30,0,0,0,5.5,6.5,1026,93.58,264,3.7,0.11
2019,1,1,9,30,0,4,4,5.7,6.800000000000001,1026,92.63,270,4,0.11
2019,1,1,10,30,529,48,144,6,7.1000000000000005,1026,92.7,276,4.2,0.11
2019,1,1,11,30,608,63,213,6.4,7.5,1026,92.92,284,4.3,0.11
2019,1,1,12,30,0,18,18,6.9,7.9,1025,93.37,294,4.3,0.11
2019,1,1,13,30,0,17,17,7.4,8.3,1025,93.95,304,4.2,0.11
2019,1,1,14,30,571,60,186,7.5,8.4,1025,94.27,314,3.9000000000000004,0.11
2019,1,1,15,30,0,7,7,7.1000000000000005,7.6000000000000005,1026,96.88,320,3.5,0.11
2019,1,1,16,30,0,2,2,6.2,6.2,1026,100,324,2.9000000000000004,0.11
2019,1,1,17,30,0,0,0,5.1000000000000005,5.1000000000000005,1027,100,326,2.7,0.11
2019,1,1,18,30,0,0,0,4.6000000000000005,4.6000000000000005,1028,99.96000000000001,328,3,0.11
2019,1,1,19,30,0,0,0,4,4.6000000000000005,1028,95.65,333,3.5,0.11
2019,1,1,20,30,0,0,0,3.4000000000000004,4.7,1029,91.48,337,3.8000000000000003,0.11
2019,1,1,21,30,0,0,0,2.9000000000000004,4.5,1029,89.26,339,3.8000000000000003,0.11
2019,1,1,22,30,0,0,0,2.3000000000000003,4.3,1030,86.74,339,3.9000000000000004,0.11
2019,1,1,23,30,0,0,0,1.5,3.9000000000000004,1030,84.55,339,3.7,0.11
2019,1,2,0,30,0,0,0,0.7000000000000001,3.6,1030,81.45,340,3.5,0.11
2019,1,2,1,30,0,0,0,-0.1,2.4000000000000004,1031,83.71000000000001,340,3,0.11
2019,1,2,2,30,0,0,0,-0.5,2.1,1031,82.79,341,3,0.11
