Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,454991,-,-,-,50.85,4.34,1,30,1,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,unknown
Year,Month,Day,Hour,Minute,DNI,DHI,GHI,Dew Point,Temperature,Pressure,Relative Humidity,Wind Direction,Wind Speed,Surface Albedo
2018,1,1,0,30,0,0,0,5.800000000000001,5.9,1029,99.10000000000001,253,3,0.11
2018,1,1,1,30,0,0,0,4.6000000000000005,6.6000000000000005,994,87.05,223,8.5,0.11
2018,1,1,2,30,0,0,0,4.6000000000000005,6.5,994,87.46000000000001,226,8.6,0.11
2018,1,1,3,30,0,0,0,4.6000000000000005,6.5,995,87.79,236,8.4,0.11
2018,1,1,4,30,0,0,0,4.800000000000001,6.4,996,89.79,249,8,0.11
2018,1,1,5,30,0,0,0,4.9,6.2,997,91.60000000000001,256,7.300000000000001,0.11
2018,1,1,6,30,0,0,0,4.5,5.6000000000000005,998,92.73,247,6.2,0.11
2018,1,1,7,30,0,0,0,4,4.800000000000001,998,94.78,228,5.4,0.11
2018,1,1,8,30,0,0,0,3.8000000000000003,4.4,998,95.82000000000001,208,5.2,0.11
2018,1,1,9,30,60,38,43,3.9000000000000004,4.800000000000001,998,93.65,200,5.7,0.11
2018,1,1,10,30,161,90,119,4.3,5.9,997,89.28,203,6.300000000000001,0.11
2018,1,1,11,30,0,10,10,4.6000000000000005,7,996,84.99,206,6.4,0.11
2018,1,1,12,30,0,11,11,5,7.7,994,83.06,200,5.800000000000001,0.11
2018,1,1,13,30,0,11,11,5.4,7.800000000000001,993,84.53,191,4.9,0.11
2018,1,1,14,30,0,9,9,5.6000000000000005,7.2,991,89.44,178,3.8000000000000003,0.11
2018,1,1,15,30,0,6,6,5.4,6.2,990,94.94,161,2.4000000000000004,0.11
