n_households,objective,kWc,wh_battery,puissance_totale,puissance_produite,tot_conso,p_bat_max,total_cost_without 
19,9462.342469693056,54.6,183502.6285895639,34659575.8202259,42691225.362231895,127672975.93999998,91751.31429478194,43223.388606773864
20,9767.30141337119,54.59964055092712,193426.30969061458,35665601.431834154,42690944.312389374,137648595.13750002,96713.15484530729,46604.85536203161
21,10085.788793401452,54.6,198177.75198780565,36686725.328380294,42691225.362231895,148603268.72500002,99088.87599390282,50313.34843340676
22,10076.830397831647,54.6,186384.18579812927,36505426.90589404,42691225.362231895,150204367.40000007,93192.09289906464,50844.56338471457
23,10268.319015048517,54.6,186281.66250295835,37056784.936494105,42691225.362231895,156865930.5525001,93140.83125147918,53087.73620450403
24,10542.583392240986,54.6,182909.7589765046,37736905.81144457,42691225.362231895,165112709.98750007,91454.8794882523,55927.42025291558
25,10436.688595242516,54.6,193651.9260258863,37562193.25287224,42691225.362231895,165349824.72750005,96825.96301294315,55949.49177749315
26,10654.174792806369,54.6,184688.99200160432,38044943.72588486,42691225.362231895,172054719.73249987,92344.49600080216,58245.32575938776
27,10737.656960506118,54.6,173423.1718926196,38143580.14413236,42691225.362231895,178761792.4374999,86711.5859463098,60558.73284519676
28,10921.773314848873,54.6,165879.80346455844,38566915.506778985,42691225.362231895,189320077.85750002,82939.90173227922,64141.79208169912
29,11090.54146472752,54.6,161797.10393482473,38951614.81300594,42691225.362231895,202168944.22749993,80898.55196741236,68530.11029581132
30,11232.159780089194,54.6,150110.59557336618,39293751.985232554,42691225.362231895,211278887.9575001,75055.29778668309,71597.62839601134
31,11154.645575341903,54.6,156618.14564298026,39096620.92424246,42691225.362231895,209880408.62000012,78309.07282149013,71107.43900820769
32,11216.870079094373,54.6,148363.61209531492,39225928.45722825,42691225.362231895,215175303.6375,74181.80604765746,72893.75462360698
33,11297.496059289611,54.6,145641.8555973097,39415033.61231423,42691225.362231895,221530378.97500002,72820.92779865485,75037.1806073826
34,11407.323827872258,54.6,149238.1365495374,39700259.64538851,42691225.362231895,229249625.3549999,74619.0682747687,77604.26923593345
35,11523.662424845897,54.6,135537.2582876594,39928733.873540856,42691225.362231895,238466315.00999996,67768.6291438297,80764.44371321479
36,11572.20992742945,54.6,130713.88206129985,40015050.74849085,42691225.362231895,245349395.30249995,65356.94103064993,83073.28534357526
37,11662.511197777161,54.6,127608.95532854398,40206036.378073454,42691225.362231895,259867007.41999993,63804.47766427199,88040.76210936892
38,11614.587401938012,54.6,123275.63951136952,40070397.80878755,42691225.362231895,257050011.60999992,61637.81975568476,87042.90007441235
39,11733.289621741054,54.6,116371.8908199959,40314581.87877964,42691225.362231895,269336863.26750004,58185.94540999795,91190.46717625063
40,11661.697452130938,54.6,125426.8967180437,40193044.78261497,42691225.362231895,266458131.22999993,62713.44835902185,90193.4994488469
41,11686.229378849048,54.6,125650.69777752884,40261572.52165748,42691225.362231895,273159370.3074998,62825.34888876442,92456.56818347822
42,11750.841569437258,54.6,117566.38685778563,40369752.36398242,42691225.362231895,279903046.6750001,58783.19342889282,94768.23733083707
43,11866.717609626106,54.6,102899.18262415203,40610665.903256424,42691225.362231895,293531140.7725,51449.591312076016,99415.20247260552
44,11819.26811209492,54.6,111364.3705981144,40515293.145997554,42691225.362231895,296083703.1099999,55682.1852990572,100262.52277051291
45,11905.683136403395,54.6,98883.36007873317,40710854.773703575,42691225.362231895,309502424.0425001,49441.68003936658,104793.94194624665
46,11841.949266625203,54.6,108441.94563467172,40558796.18813842,42691225.362231895,306519411.4575,54220.97281733586,103799.49778649899
47,11899.748811439867,54.6,101945.69661096353,40697090.12466222,42691225.362231895,314095280.76750004,50972.84830548176,106339.26204217586
48,11977.427055086742,54.6,95988.7536957836,40888461.47673568,42691225.362231895,325030629.1150001,47994.3768478918,110083.587732246
