n_households,objective,kWc,wh_battery,puissance_totale,puissance_produite,tot_conso,p_bat_max,total_cost_without 
1,512.558783817655,11.264230201774433,15328.275487719558,2190109.283877041,8807395.422637584,3303687.0375,7664.137743859779,1117.8150513749413
2,1159.0022894976912,20.002156255431125,37730.68766303579,5020530.069090227,15639497.443794575,8253624.407500001,18865.343831517894,2794.3288755500735
3,2102.332922689954,50.3829483245324,75921.2563868501,10466770.729389654,39393952.40542699,15743630.127499998,37960.62819342505,5310.06974912463
4,3512.2548697671746,54.6,107424.16004035067,15588566.512940735,42691225.362231895,25999536.437500004,53712.08002017534,8800.76580357449
5,4533.958016670843,54.6,144015.0376679211,19136649.729011964,42691225.362231895,37322599.75750001,72007.51883396055,12654.32760650201
6,5271.49764282804,54.6,148258.95156049213,21438516.03623809,42691225.362231895,45242380.7825,74129.47578024607,15335.307969623605
7,5740.184670003525,54.6,162287.74521128583,23101302.547714945,42691225.362231895,49954340.592500016,81143.87260564292,16918.251036401514
8,5892.808649302277,54.6,160420.50717016283,23510954.34453686,42691225.362231895,53161239.135,80210.25358508142,18006.533963024725
9,6188.937386952985,54.6,177039.27990067084,24608833.439027928,42691225.362231895,58750571.160000004,88519.63995033542,19883.46968100242
10,6764.020399887071,54.6,173894.48098905315,26323217.59401113,42691225.362231895,65962166.2325,86947.24049452657,22360.945071167014
11,7143.682066759122,54.6,176314.20884772623,27598896.516618144,42691225.362231895,72037175.88,88157.10442386311,24388.75706280286
12,7424.128973661527,54.6,172029.37479747628,28361863.23259798,42691225.362231895,78333880.54999998,86014.68739873814,26536.504512691972
13,8018.656024675594,54.6,173636.8720681783,30173328.919914432,42691225.362231895,91689313.86,86818.43603408914,31095.51676311633
14,8486.795143587857,54.6,172050.5196458485,31633229.644848607,42691225.362231895,99150178.2775,86025.25982292424,33615.23563715359
15,8652.834725498125,54.6,176420.39246475208,32178820.584127545,42691225.362231895,103863356.59999998,88210.19623237604,35177.86608288309
16,8703.582336316924,54.6,182619.25843593862,32368362.69883269,42691225.362231895,106742220.02500002,91309.62921796931,36150.72415236848
17,8800.256446510668,54.59964055092712,184000.687729697,32693016.774949357,42690944.312389374,111546506.5225,92000.3438648485,37754.13700243518
18,9340.289282689253,54.6,183425.97130043549,34342053.68823404,42691225.362231895,121649804.425,91712.98565021774,41207.75003337272
