508.4,135.0,925.2,1131.1,148.6,946.9,538.6,659.7,815.5,626.5
508.4,135.0,925.2,1131.1,148.6,946.9,538.6,659.7,815.5,626.5
508.4,135.0,925.2,1131.1,148.6,946.9,538.6,659.7,815.5,626.5
508.4,135.0,925.2,1131.1,148.6,946.9,538.6,659.7,815.5,626.5
484.5,119.3,889.2,1085.7,131.3,900.9,111.6,631.1,776.4,599.4
484.5,119.3,889.2,1085.7,131.3,900.9,111.6,631.1,776.4,599.4
484.5,119.3,889.2,1085.7,131.3,900.9,111.6,631.1,776.4,599.4
484.5,119.3,889.2,1085.7,131.3,900.9,111.6,631.1,776.4,599.4
519.5,107.2,968.3,1184.1,118.1,972.4,98.9,680.1,835.2,649.6
519.5,107.2,968.3,1184.1,118.1,972.4,98.9,680.1,835.2,649.6
519.5,107.2,968.3,1184.1,118.1,972.4,98.9,680.1,835.2,649.6
519.5,107.2,968.3,1184.1,118.1,972.4,98.9,680.1,835.2,649.6
516.5,102.3,966.0,1181.0,112.8,966.9,93.9,677.1,830.4,647.1
516.5,102.3,966.0,1181.0,112.8,966.9,93.9,677.1,830.4,647.1
516.5,102.3,966.0,1181.0,112.8,966.9,93.9,677.1,830.4,647.1
516.5,102.3,966.0,1181.0,112.8,966.9,93.9,677.1,830.4,647.1
529.2,99.9,993.1,1214.9,110.2,992.5,91.3,694.5,851.6,664.7
529.2,99.9,993.1,1214.9,110.2,992.5,91.3,694.5,851.6,664.7
529.2,99.9,993.1,1214.9,110.2,992.5,91.3,694.5,851.6,664.7
529.2,99.9,993.1,1214.9,110.2,992.5,91.3,694.5,851.6,664.7
613.4,98.7,1162.4,1426.4,108.8,1161.1,90.1,807.0,992.0,777.3
613.4,98.7,1162.4,1426.4,108.8,1161.1,90.1,807.0,992.0,777.3
613.4,98.7,1162.4,1426.4,108.8,1161.1,90.1,807.0,992.0,777.3
613.4,98.7,1162.4,1426.4,108.8,1161.1,90.1,807.0,992.0,777.3
620.1,109.6,1167.7,1433.4,120.8,1173.2,639.4,813.8,1438.7,783.0
620.1,109.6,1167.7,1433.4,120.8,1173.2,639.4,813.8,1002.7,783.0
620.1,109.6,1167.7,1433.4,120.8,1173.2,639.4,813.8,1002.7,805.0
620.1,109.6,1167.7,1433.4,120.8,2049.2,639.4,813.8,1002.7,805.0
658.9,1300.3,1232.5,1515.0,2498.6,1248.8,685.4,862.1,1066.6,829.7
658.9,1300.3,1232.5,1515.0,2498.6,1248.8,685.4,862.1,1066.6,829.7
658.9,1070.3,1232.5,1515.0,2498.6,1248.8,685.4,862.1,1066.6,829.7
658.9,1070.3,1232.5,1515.0,2498.6,1248.8,685.4,862.1,1066.6,829.7
660.3,1072.7,1233.7,2816.5,2501.3,1251.5,687.9,863.6,1069.0,830.9
660.3,1072.7,1233.7,1516.5,2501.3,1251.5,687.9,863.6,1069.0,830.9
660.3,1072.7,1233.7,1516.5,2501.3,1251.5,687.9,863.6,1069.0,830.9
660.3,1072.7,1233.7,1516.5,2501.3,1251.5,791.9,873.6,1069.0,830.9
234.5,640.3,796.2,1073.8,2040.8,815.6,263.2,444.0,636.6,401.1
234.5,640.3,796.2,1073.8,2040.8,815.6,263.2,434.0,636.6,401.1
324.5,640.3,936.2,1073.8,2426.8,815.6,263.2,434.0,636.6,401.1
324.5,640.3,796.2,1073.8,2426.8,815.6,263.2,434.0,636.6,401.1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
309.8,649.9,2289.6,996.3,1796.2,2371.0,341.0,1268.3,646.1,441.8
492.2,832.2,2472.0,1178.7,1978.5,2553.3,523.4,1450.7,828.5,624.2
492.2,832.2,2472.0,1178.7,1978.5,2553.3,523.4,1450.7,828.5,624.2
492.2,832.2,2404.1,1178.7,1978.5,2553.3,523.4,1450.7,828.5,624.2
1504.0,832.4,2401.2,1176.6,1979.3,2554.2,523.8,1448.6,828.6,1547.5
1504.0,832.4,948.2,1176.6,1979.3,2554.2,523.8,1448.6,828.6,1547.5
1504.0,832.4,948.2,4669.4,1979.3,2554.2,523.8,1448.6,828.6,1547.5
1504.0,832.4,948.2,4669.4,1979.3,2554.2,523.8,1448.6,828.6,1547.5
1461.0,834.8,859.4,4558.5,1794.5,2467.7,1211.4,1390.5,756.7,1489.0
1461.0,834.8,859.4,4344.7,1794.5,2467.7,1211.4,597.5,756.7,1489.0
1461.0,834.8,859.4,4344.7,1794.5,2467.7,1211.4,597.5,756.7,1489.0
447.0,760.6,859.4,4344.7,1794.5,888.7,1211.4,597.5,2671.7,1489.0
445.3,2994.0,846.8,4326.0,1755.3,873.9,1208.1,592.0,2661.1,1483.9
445.3,2994.0,846.8,4326.0,1755.3,873.9,1208.1,592.0,2661.1,1483.9
445.3,2994.0,846.8,4326.0,4614.3,13079.2,1208.1,592.0,2661.1,557.9
445.3,2994.0,846.8,4326.0,4614.3,873.9,479.1,592.0,2661.1,557.9
452.7,2994.2,842.7,4316.4,4739.6,870.5,487.0,595.6,2661.3,561.4
452.7,2994.2,842.7,4316.4,4739.6,870.5,487.0,595.6,2661.3,561.4
452.7,2994.2,842.7,4316.4,4739.6,870.5,487.0,595.6,746.3,561.4
452.7,750.2,842.7,1037.4,4586.3,870.5,487.0,595.6,746.3,561.4
490.3,796.8,891.2,1092.1,4661.6,921.3,526.2,637.1,792.9,602.5
490.3,796.8,891.2,1092.1,4661.6,921.3,526.2,797.1,792.9,602.5
490.3,796.8,891.2,1092.1,4661.6,2813.3,526.2,797.1,792.9,602.5
490.3,796.8,891.2,1092.1,1802.6,2813.3,526.2,797.1,792.9,602.5
553.1,1290.4,994.7,1218.9,2006.2,2925.2,594.7,874.1,888.9,678.2
553.1,1290.4,994.7,1218.9,2006.2,1033.2,594.7,874.1,888.9,678.2
553.1,1290.4,994.7,1218.9,2006.2,1033.2,594.7,714.1,4616.9,678.2
553.1,893.0,994.7,1218.9,4476.2,1033.2,594.7,714.1,4616.9,678.2
623.2,1009.2,1118.5,1374.4,4736.0,1170.9,674.1,803.2,1004.8,765.1
623.2,1009.2,1118.5,1374.4,2266.0,1170.9,674.1,803.2,1004.8,765.1
623.2,1009.2,1118.5,1374.4,2266.0,1170.9,674.1,803.2,1004.8,765.1
623.2,1009.2,1118.5,1374.4,2266.0,1170.9,674.1,803.2,1004.8,765.1
650.0,1053.4,1156.8,1422.9,2347.5,1222.2,709.8,834.8,1048.6,794.8
650.0,1053.4,1156.8,1422.9,2347.5,1222.2,709.8,834.8,1048.6,794.8
650.0,1053.4,1156.8,1422.9,2347.5,1222.2,709.8,834.8,1048.6,794.8
650.0,1053.4,1156.8,1422.9,2347.5,1222.2,709.8,834.8,1048.6,794.8
654.5,1060.6,1160.3,1427.5,2355.4,1230.3,717.4,839.4,1055.8,798.6
654.5,1060.6,1160.3,1427.5,2355.4,1230.3,717.4,839.4,1055.8,798.6
654.5,1060.6,1422.7,1427.5,2355.4,1230.3,931.4,839.4,1055.8,798.6
654.5,1060.6,1422.7,1427.5,2355.4,1230.3,931.4,839.4,1055.8,798.6
600.9,971.1,1311.8,1289.1,2124.8,1122.5,879.8,766.9,966.2,725.6
600.9,971.1,1311.8,1289.1,2124.8,1122.5,879.8,766.9,966.2,725.6
744.9,971.1,1311.8,1289.1,2124.8,1122.5,879.8,766.9,966.2,725.6
744.9,971.1,1049.4,1289.1,2124.8,1122.5,879.8,766.9,966.2,725.6
701.6,191.9,981.1,1202.8,210.8,1038.8,612.2,714.1,895.1,675.2
701.6,191.9,981.1,1202.8,210.8,1038.8,612.2,714.1,895.1,675.2
701.6,191.9,981.1,1202.8,210.8,1038.8,612.2,714.1,895.1,675.2
701.6,191.9,981.1,1202.8,210.8,1038.8,612.2,714.1,895.1,675.2
524.8,161.6,938.1,1148.1,177.7,976.6,566.4,676.3,841.7,640.4
524.8,161.6,938.1,1148.1,177.7,976.6,566.4,676.3,841.7,640.4
524.8,161.6,938.1,1148.1,177.7,976.6,566.4,676.3,841.7,640.4
524.8,161.6,938.1,1148.1,177.7,976.6,566.4,676.3,841.7,640.4
508.4,135.0,925.2,1131.1,148.6,946.9,538.6,659.7,815.5,626.5
508.4,135.0,925.2,1131.1,148.6,946.9,538.6,659.7,815.5,626.5
508.4,135.0,925.2,1131.1,148.6,946.9,538.6,659.7,815.5,626.5
508.4,135.0,925.2,1131.1,148.6,946.9,538.6,659.7,815.5,626.5
484.5,119.3,889.2,1085.7,131.3,900.9,507.9,631.1,776.4,599.4
484.5,119.3,889.2,1085.7,131.3,900.9,507.9,631.1,776.4,599.4
484.5,119.3,889.2,1085.7,131.3,900.9,507.9,631.1,776.4,599.4
484.5,119.3,889.2,1085.7,131.3,900.9,507.9,631.1,776.4,599.4
519.5,107.2,968.3,1184.1,118.1,972.4,537.8,680.1,835.2,649.6
519.5,107.2,968.3,1184.1,118.1,972.4,537.8,680.1,835.2,649.6
