512.2,60.1,939.9,1170.3,113.1,941.4,468.3,645.9,787.1,613.0,891.3,1166.7,114.6,520.9,798.9,610.1,889.9,952.9,971.5
512.2,60.1,939.9,1170.3,113.1,941.4,468.3,645.9,787.1,613.0,891.3,1166.7,114.6,520.9,798.9,610.1,889.9,952.9,971.5
512.2,60.1,939.9,1170.3,113.1,941.4,468.3,645.9,787.1,613.0,891.3,1166.7,114.6,520.9,798.9,610.1,889.9,952.9,971.5
512.2,60.1,939.9,1170.3,113.1,941.4,468.3,645.9,787.1,613.0,891.3,1166.7,114.6,520.9,798.9,610.1,889.9,952.9,971.5
479.8,50.5,892.4,1119.7,103.7,905.4,48.6,616.5,755.4,585.7,851.0,125.3,99.6,493.4,764.8,585.2,855.6,115.9,926.0
479.8,50.5,892.4,1119.7,103.7,905.4,48.6,616.5,755.4,585.7,851.0,125.3,99.6,493.4,764.8,585.2,855.6,115.9,926.0
479.8,50.5,892.4,1119.7,103.7,905.4,48.6,616.5,755.4,585.7,851.0,125.3,99.6,493.4,764.8,585.2,855.6,115.9,926.0
479.8,50.5,892.4,1119.7,103.7,905.4,48.6,616.5,755.4,585.7,851.0,125.3,99.6,493.4,764.8,585.2,855.6,115.9,926.0
508.3,43.2,962.6,1214.1,96.4,984.4,41.7,665.0,820.0,635.9,926.8,113.7,88.1,530.9,827.6,632.7,927.1,103.6,997.6
508.3,43.2,962.6,1214.1,96.4,984.4,41.7,665.0,820.0,635.9,926.8,113.7,88.1,530.9,827.6,632.7,927.1,103.6,997.6
508.3,43.2,962.6,1214.1,96.4,984.4,41.7,665.0,820.0,635.9,926.8,113.7,88.1,530.9,827.6,632.7,927.1,103.6,997.6
508.3,43.2,962.6,1214.1,96.4,984.4,41.7,665.0,820.0,635.9,926.8,113.7,88.1,530.9,827.6,632.7,927.1,103.6,997.6
502.7,40.2,956.7,1209.4,93.5,982.1,38.9,661.7,817.5,633.4,923.1,109.1,83.4,527.3,824.4,630.5,924.6,98.7,992.3
502.7,40.2,956.7,1209.4,93.5,982.1,38.9,661.7,817.5,633.4,923.1,109.1,83.4,527.3,824.4,630.5,924.6,98.7,992.3
502.7,40.2,956.7,1209.4,93.5,982.1,38.9,661.7,817.5,633.4,923.1,109.1,83.4,527.3,824.4,630.5,924.6,98.7,992.3
502.7,40.2,956.7,1209.4,93.5,982.1,38.9,661.7,817.5,633.4,923.1,109.1,83.4,527.3,824.4,630.5,924.6,98.7,992.3
514.0,38.8,982.0,1242.5,92.1,1009.2,37.5,679.0,839.8,650.9,949.6,106.8,81.1,541.0,846.4,647.0,949.3,96.2,1018.0
514.0,38.8,982.0,1242.5,92.1,1009.2,37.5,679.0,839.8,650.9,949.6,106.8,81.1,541.0,846.4,647.0,949.3,96.2,1018.0
514.0,38.8,982.0,1242.5,92.1,1009.2,37.5,679.0,839.8,650.9,949.6,106.8,81.1,541.0,846.4,647.0,949.3,96.2,1018.0
514.0,38.8,982.0,1242.5,92.1,1009.2,37.5,679.0,839.8,650.9,949.6,106.8,81.1,541.0,846.4,647.0,949.3,96.2,1018.0
