492.8,780.1
492.8,780.1
492.8,780.1
492.8,780.1
466.8,80.6
466.8,80.6
466.8,80.6
466.8,80.6
500.1,68.8
500.1,68.8
500.1,68.8
500.1,68.8
496.4,64.1
496.4,64.1
496.4,64.1
496.4,64.1
508.8,61.8
508.8,61.8
508.8,61.8
508.8,61.8
592.8,60.6
592.8,60.6
592.8,60.6
592.8,60.6
601.0,71.2
601.0,71.2
601.0,71.2
833.0,71.2
642.1,1031.4
642.1,1031.4
642.1,1031.4
642.1,1031.4
644.0,1033.8
644.0,1033.8
644.0,1033.8
644.0,1061.8
615.4,1026.2
615.4,998.2
615.4,998.2
615.4,998.2
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
183.5,0.0
1269.7,706.8
1269.7,706.8
1269.7,706.8
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
163.3,2467.7
479.2,2791.9
479.2,2791.9
479.2,2791.9
479.2,2791.9
541.2,2885.2
541.2,853.2
541.2,853.2
541.2,853.2
614.3,968.8
614.3,968.8
614.3,1348.8
614.3,1348.8
644.0,1392.4
1548.0,1392.4
644.0,1392.4
644.0,1392.4
649.5,1019.5
649.5,1019.5
649.5,1019.5
649.5,1019.5
596.5,929.8
596.5,929.8
596.5,929.8
596.5,929.8
549.9,859.1
549.9,859.1
549.9,859.1
549.9,859.1
512.9,806.0
512.9,806.0
512.9,806.0
512.9,806.0
492.8,780.1
492.8,780.1
492.8,780.1
492.8,780.1
466.8,741.2
466.8,741.2
466.8,741.2
466.8,741.2
500.1,800.2
500.1,800.2
500.1,800.2
500.1,800.2
496.4,795.5
496.4,795.5
496.4,795.5
496.4,795.5
508.8,816.7
508.8,816.7
508.8,816.7
508.8,816.7
592.8,957.1
592.8,957.1
592.8,957.1
592.8,957.1
601.0,967.7
661.0,967.7
601.0,1220.9
601.0,1220.9
642.1,1284.5
642.1,1284.5
642.1,1284.5
642.1,1284.5
644.0,1286.9
644.0,1033.8
644.0,1033.8
644.0,1033.8
615.3,998.0
615.3,998.0
615.3,1070.0
615.3,1070.0
544.1,897.5
544.1,897.5
544.1,897.5
4546.9,897.5
731.7,781.9
731.7,781.9
731.7,781.9
731.7,781.9
1573.2,773.7
1573.2,773.7
1307.2,773.7
1307.2,773.7
1269.4,706.4
1269.4,910.0
1269.4,706.4
1269.4,1450.4
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,1025.2
441.1,713.6
479.1,759.9
479.1,759.9
479.1,759.9
479.1,759.9
541.2,853.2
541.2,1309.2
541.2,1309.2
541.2,853.2
614.3,968.8
614.3,968.8
614.3,968.8
614.3,968.8
644.0,1012.4
644.0,1012.4
644.0,1012.4
644.0,1012.4
649.5,1019.5
940.1,1019.5
940.1,1019.5
940.1,1019.5
887.2,929.8
887.2,929.8
887.2,929.8
596.5,929.8
549.9,859.1
549.9,859.1
549.9,859.1
549.9,859.1
512.9,806.0
512.9,806.0
512.9,806.0
512.9,806.0
492.8,780.1
492.8,780.1
492.8,780.1
492.8,780.1
466.8,741.2
466.8,741.2
466.8,741.2
466.8,741.2
500.1,800.2
500.1,800.2
500.1,800.2
500.1,800.2
496.4,795.5
496.4,795.5
496.4,795.5
496.4,795.5
508.8,816.7
508.8,816.7
508.8,816.7
508.8,816.7
592.8,957.1
592.8,957.1
592.8,957.1
592.8,957.1
601.0,967.7
601.0,1031.7
601.0,967.7
601.0,967.7
642.1,1031.4
674.1,1031.4
642.1,1031.4
642.1,1031.4
644.0,1033.8
644.0,1033.8
644.0,1033.8
644.0,1033.8
615.2,997.9
615.2,997.9
615.2,997.9
615.2,997.9
544.0,897.3
544.0,897.3
544.0,897.3
544.0,897.3
465.5,781.6
465.5,781.6
465.5,781.6
465.5,781.6
1345.0,811.5
1345.0,811.5
1345.0,811.5
1345.0,1108.0
1273.9,1007.4
1273.9,1007.4
1273.9,1007.4
1273.9,1007.4
1274.0,3031.2
1274.0,3031.2
423.0,3031.2
423.0,2734.7
441.1,2745.5
441.1,2745.5
441.1,2745.5
441.1,2745.5
479.1,2791.8
479.1,2791.8
479.1,2791.8
479.1,759.8
541.2,853.2
541.2,853.2
541.2,853.2
541.2,853.2
614.3,968.8
614.3,968.8
614.3,968.8
614.3,968.8
644.0,1012.4
644.0,1012.4
644.0,1012.4
644.0,1012.4
649.5,1019.5
1008.5,1019.5
1008.5,3347.5
1008.5,1019.5
955.5,929.8
596.5,929.8
596.5,929.8
596.5,929.8
549.9,859.1
549.9,859.1
549.9,859.1
549.9,859.1
512.9,806.0
512.9,806.0
512.9,806.0
512.9,806.0
492.8,780.1
492.8,780.1
492.8,780.1
492.8,780.1
466.8,741.2
466.8,741.2
466.8,741.2
466.8,741.2
500.1,800.2
500.1,800.2
500.1,800.2
500.1,800.2
496.4,795.5
496.4,795.5
496.4,795.5
496.4,795.5
508.8,816.7
508.8,816.7
508.8,816.7
508.8,816.7
592.8,957.1
592.8,957.1
592.8,957.1
592.8,957.1
601.0,967.7
