710.2,426.2,1275.8,1288.0,1647.9,1203.0,193.0,352.7,686.0,224.9,428.6,737.4
600.7,322.5,840.2,840.7,982.9,674.2,250.7,378.1,687.4,238.0,487.1,463.7
696.6,501.5,1015.8,1013.7,1721.4,989.4,205.8,472.7,929.3,258.8,647.9,808.2
732.9,336.8,726.8,731.3,1435.5,791.4,172.7,324.1,587.4,195.3,474.9,650.3
490.9,384.3,685.0,691.5,1051.7,571.5,222.4,494.3,633.2,286.4,479.4,470.6
307.0,391.0,919.2,928.0,1652.4,897.9,145.3,345.4,836.1,163.7,591.5,739.4
365.1,417.6,600.5,606.2,1407.3,764.7,159.1,401.1,632.5,288.0,423.2,629.7
274.2,328.5,657.8,664.1,1139.1,619.0,210.2,408.1,646.5,247.1,657.3,509.7
263.6,489.4,868.7,877.0,1568.7,852.4,159.0,435.8,797.6,182.8,459.2,702.0
353.7,279.8,657.1,663.4,1543.0,838.4,162.5,342.9,570.7,287.2,533.3,690.4
231.1,492.1,671.7,678.1,1062.4,577.3,200.5,510.8,886.4,244.6,542.7,475.4
323.4,451.6,899.0,895.2,1684.7,972.3,178.6,321.3,666.2,213.2,608.8,793.8
390.5,335.8,649.2,645.5,1569.1,898.1,250.9,537.0,756.7,284.8,479.4,734.1
252.8,490.8,920.9,929.7,1159.7,630.2,155.6,440.8,731.8,268.2,679.2,518.9
258.5,418.0,643.4,649.5,1767.8,960.6,180.8,326.0,781.5,184.6,388.3,791.0
318.9,338.3,747.2,754.3,5305.8,2883.1,183.9,512.2,614.9,281.0,682.9,2374.2
228.1,465.9,760.4,767.6,6270.4,3407.3,196.4,436.2,916.0,263.3,586.1,2805.8
354.3,458.3,812.0,819.7,5235.2,2844.8,154.5,353.1,523.6,201.6,433.5,2342.6
247.6,315.5,638.8,644.9,6094.8,3311.9,230.2,486.3,920.9,307.2,681.1,2727.3
287.5,480.2,951.7,960.7,5019.3,2727.5,131.6,478.3,790.3,922.1,580.0,2246.0
313.7,458.7,565.1,566.8,5285.8,2889.3,242.0,338.1,598.7,1094.4,478.3,2377.2
386.3,375.2,1030.7,1027.5,6817.6,3764.3,235.6,531.9,967.7,925.9,677.3,3092.6
273.9,536.7,849.3,852.4,6742.5,3686.6,161.0,481.3,801.0,1065.4,647.7,3033.1
366.2,1575.8,607.4,613.2,6696.2,3638.7,230.8,359.5,633.2,872.3,437.9,2996.4
209.3,2226.2,954.2,963.3,7004.2,3806.1,196.6,548.0,871.9,915.1,666.4,3134.2
368.1,2054.5,812.7,820.4,5622.2,3055.1,341.1,1644.7,857.6,1172.5,624.3,2515.8
315.9,2307.9,657.8,664.1,4283.7,2327.8,469.0,1943.7,590.5,1167.1,478.0,2235.3
233.7,1771.6,905.9,914.5,5331.8,2897.3,464.4,1622.8,898.6,1163.8,728.6,2823.0
367.2,1563.8,891.0,899.5,5349.8,2907.1,288.9,1889.3,841.9,1217.3,2186.9,2829.4
312.7,2003.6,613.5,619.4,5164.9,2806.6,225.9,1555.9,644.6,977.1,2584.4,2557.0
298.8,2013.5,979.4,980.6,4912.2,2706.2,234.5,1651.2,1013.0,754.4,2176.8,2224.0
418.9,2018.1,945.1,941.7,4508.0,2506.4,197.2,2120.5,2996.0,941.9,2541.4,2057.1
353.4,2084.6,680.3,684.9,4346.2,2370.2,252.2,2086.0,3492.3,932.1,2073.2,1950.8
236.1,1669.8,1020.9,1030.6,4308.0,2340.9,741.2,2075.7,2909.9,897.7,2170.2,1927.7
359.2,1272.3,3064.1,3093.2,4853.5,2241.9,876.0,2171.1,3387.7,846.1,2780.6,1846.2
336.6,1583.5,3621.1,3655.6,5359.0,2596.5,731.4,1742.7,2789.9,771.7,2767.8,1950.9
0.0,1237.3,2666.0,2694.6,4881.8,2267.3,502.8,977.3,2569.7,405.3,2403.7,1550.0
46.1,1187.3,3173.1,3206.6,4675.7,2388.3,354.5,1306.1,3403.1,402.1,2540.3,1649.3
832.3,1099.1,2552.0,2579.6,5074.3,2774.6,388.9,1311.7,3385.9,370.4,1970.6,2079.1
1046.6,972.0,2694.1,2723.1,4711.3,2401.8,595.8,1254.4,3375.3,411.1,1419.0,1916.7
102.2,185.2,2752.9,2778.1,3914.4,1681.3,0.0,565.2,2728.6,0.0,1067.7,1185.6
277.3,172.9,2725.8,2752.6,3906.0,1668.4,0.0,494.0,1977.0,0.0,1070.9,1175.9
0.0,98.3,2679.7,2715.7,3740.4,1530.7,0.0,442.3,1227.6,0.0,981.2,1066.5
43.6,163.8,2812.4,2849.5,3788.1,1563.8,0.0,329.7,1771.0,0.0,849.2,1096.6
1448.9,1212.8,3606.0,3227.6,4525.3,2436.1,548.3,1228.8,3287.3,835.5,1779.9,1997.2
1442.0,1274.6,2985.8,2447.2,4479.4,2411.2,694.7,1301.3,3320.2,835.6,2146.4,1976.7
1665.2,1559.8,3588.9,3558.6,4528.0,2437.6,697.2,1268.0,3153.4,1083.5,2287.5,1998.5
1818.4,1452.0,3355.4,3755.8,4534.7,2441.2,671.4,1332.5,2698.6,1203.6,2210.3,2001.4
1505.3,1458.3,2927.7,3640.5,4570.9,2458.7,625.0,1625.3,2355.0,1113.5,2057.9,2014.9
1090.0,1465.9,2773.8,3183.9,4536.4,2454.1,574.0,1520.1,2351.2,946.7,1705.0,2009.5
1200.0,1445.1,2579.4,2592.0,4642.3,2554.3,585.9,1553.8,2285.1,755.9,1812.7,2086.8
1165.3,1460.3,2480.6,2499.2,4561.8,2479.3,562.6,1537.9,2389.3,748.7,2192.5,2028.9
1106.8,1326.5,2432.8,2456.5,4544.6,2444.4,521.3,1480.1,2308.7,749.0,2029.7,2003.2
1341.3,1793.6,2327.6,2350.3,4544.6,2458.6,554.0,1512.8,2424.2,740.0,2045.2,2003.2
1242.6,1802.4,2462.7,2486.7,5106.2,3064.2,550.4,1363.3,2958.1,749.6,2045.5,2254.5
1219.5,1804.4,2400.8,2424.2,5543.4,3298.2,819.8,1349.1,2756.3,742.1,1986.2,2450.1
1219.7,1820.9,2530.8,2555.4,5323.3,3183.1,961.1,1374.0,2787.1,754.3,2039.6,2357.1
1382.8,2078.0,3611.6,3646.4,5817.5,3448.1,1037.6,1658.5,3294.0,912.7,2216.2,2578.3
1380.4,2021.7,3260.7,3292.2,6753.1,3957.7,1005.9,1595.4,3100.7,967.7,2096.5,2996.9
1797.9,2553.1,4353.6,4386.8,7508.0,4383.1,1278.7,2148.5,4656.4,1361.9,2866.4,3342.4
1970.3,2704.6,4630.2,4662.8,8455.9,4395.6,1341.3,2318.5,4643.7,1414.0,3065.3,3354.5
2029.2,2554.6,4225.6,4264.9,7824.5,4010.3,1261.9,2150.4,4326.6,1249.9,2870.6,3043.2
1518.3,2152.5,3182.9,3213.5,6020.8,3030.4,925.7,1788.4,3287.7,1123.4,2089.2,2232.0
1510.4,2258.8,2905.8,2908.0,5838.4,2936.2,918.2,1772.9,3270.3,940.7,2635.6,2155.5
1559.0,2248.4,3513.9,2975.8,5949.1,2996.5,962.0,2006.6,3384.1,1262.3,2684.2,2234.2
1498.8,2087.4,3455.9,2923.7,5987.0,3017.1,938.0,2096.7,3276.9,1215.1,2632.8,2671.9
1546.0,2468.8,3530.7,2999.1,5963.9,3008.9,960.9,2064.4,3375.7,1254.2,2677.1,2658.3
1511.0,2237.7,3723.7,3200.4,6347.9,3214.1,998.1,2029.4,3530.2,1280.2,3036.0,2830.1
1554.7,2164.0,3817.4,3323.3,6580.3,3342.2,1040.8,2463.7,3652.0,1317.9,3304.7,2928.3
1711.5,2264.9,4124.7,4282.8,6912.2,3577.5,1122.5,2260.4,3886.1,1425.7,3384.6,3118.0
1577.2,2133.4,3775.5,3928.3,6509.5,3352.7,1040.0,1949.5,3894.3,1304.4,2989.0,2936.0
