710.2,426.2,1275.8,1288.0,1647.9,1203.0,193.0,352.7,686.0,224.9,428.6,737.4,1729.6,814.9,655.1
600.7,322.5,840.2,840.7,982.9,674.2,250.7,378.1,687.4,238.0,487.1,463.7,1223.9,572.7,781.8
696.6,501.5,1015.8,1013.7,1721.4,989.4,205.8,472.7,929.3,258.8,647.9,808.2,1427.8,373.7,807.5
732.9,336.8,726.8,731.3,1435.5,791.4,172.7,324.1,587.4,195.3,474.9,650.3,1433.2,419.3,833.7
490.9,384.3,685.0,691.5,1051.7,571.5,222.4,494.3,633.2,286.4,479.4,470.6,1525.0,310.9,650.4
307.0,391.0,919.2,928.0,1652.4,897.9,145.3,345.4,836.1,163.7,591.5,739.4,1199.8,298.8,968.9
365.1,417.6,600.5,606.2,1407.3,764.7,159.1,401.1,632.5,288.0,423.2,629.7,1787.3,401.0,553.9
274.2,328.5,657.8,664.1,1139.1,619.0,210.2,408.1,646.5,247.1,657.3,509.7,1021.8,261.9,974.1
263.6,489.4,868.7,877.0,1568.7,852.4,159.0,435.8,797.6,182.8,459.2,702.0,1797.0,286.9,836.0
353.7,279.8,657.1,663.4,1543.0,838.4,162.5,342.9,570.7,287.2,533.3,690.4,1542.2,378.9,618.4
231.1,492.1,671.7,678.1,1062.4,577.3,200.5,510.8,886.4,244.6,542.7,475.4,1140.7,286.6,971.5
323.4,451.6,899.0,895.2,1684.7,972.3,178.6,321.3,666.2,213.2,608.8,793.8,1818.0,320.0,862.6
390.5,335.8,649.2,645.5,1569.1,898.1,250.9,537.0,756.7,284.8,479.4,734.1,1547.0,383.0,697.9
252.8,490.8,920.9,929.7,1159.7,630.2,155.6,440.8,731.8,268.2,679.2,518.9,1235.5,258.6,922.3
258.5,418.0,643.4,649.5,1767.8,960.6,180.8,326.0,781.5,184.6,388.3,791.0,1701.4,401.7,907.2
318.9,338.3,747.2,754.3,5305.8,2883.1,183.9,512.2,614.9,281.0,682.9,2374.2,1673.5,280.6,624.6
228.1,465.9,760.4,767.6,6270.4,3407.3,196.4,436.2,916.0,263.3,586.1,2805.8,1152.3,325.9,950.6
354.3,458.3,812.0,819.7,5235.2,2844.8,154.5,353.1,523.6,201.6,433.5,2342.6,1753.5,331.7,890.6
247.6,315.5,638.8,644.9,6094.8,3311.9,230.2,486.3,920.9,307.2,681.1,2727.3,1642.9,354.2,681.8
287.5,480.2,951.7,960.7,5019.3,2727.5,131.6,478.3,790.3,922.1,580.0,2246.0,1257.8,278.7,1039.3
313.7,458.7,565.1,566.8,5285.8,2889.3,242.0,338.1,598.7,1094.4,478.3,2377.2,1925.0,423.2,3130.0
386.3,375.2,1030.7,1027.5,6817.6,3764.3,235.6,531.9,967.7,925.9,677.3,3092.6,5781.7,265.6,3723.6
273.9,536.7,849.3,852.4,6742.5,3686.6,161.0,481.3,801.0,1065.4,647.7,3033.1,6811.1,428.1,3092.1
366.2,1575.8,607.4,613.2,6696.2,3638.7,230.8,359.5,633.2,872.3,437.9,2996.4,5678.1,358.2,3583.4
209.3,2226.2,954.2,963.3,7004.2,3806.1,196.6,548.0,871.9,915.1,666.4,3134.2,6610.4,264.9,2951.1
368.1,2054.5,812.7,820.4,5622.2,3055.1,341.1,1644.7,857.6,1172.5,624.3,2515.8,5443.9,416.2,3095.8
315.9,2307.9,657.8,664.1,4283.7,2327.8,469.0,1943.7,590.5,1167.1,478.0,2235.3,6461.3,354.5,3966.4
233.7,1771.6,905.9,914.5,5331.8,2897.3,464.4,1622.8,898.6,1163.8,728.6,2823.0,8347.4,286.9,3948.2
367.2,1563.8,891.0,899.5,5349.8,2907.1,288.9,1889.3,841.9,1217.3,2186.9,2829.4,8309.9,395.2,3937.0
312.7,2003.6,613.5,619.4,5164.9,2806.6,225.9,1555.9,644.6,977.1,2584.4,2557.0,7842.0,729.8,4118.1
298.8,2013.5,979.4,980.6,4912.2,2706.2,234.5,1651.2,1013.0,754.4,2176.8,2224.0,7613.5,753.5,3328.4
418.9,2018.1,945.1,941.7,4508.0,2506.4,197.2,2120.5,2996.0,941.9,2541.4,2057.1,6123.6,900.8,2553.8
353.4,2084.6,680.3,684.9,4346.2,2370.2,252.2,2086.0,3492.3,932.1,2073.2,1950.8,4650.0,649.0,3140.1
236.1,1669.8,1020.9,1030.6,4308.0,2340.9,741.2,2075.7,2909.9,897.7,2170.2,1927.7,5782.8,292.1,3145.4
359.2,1272.3,3064.1,3093.2,4853.5,2241.9,876.0,2171.1,3387.7,846.1,2780.6,1846.2,5802.4,445.3,3036.7
336.6,1583.5,3621.1,3655.6,5359.0,2596.5,731.4,1742.7,2789.9,771.7,2767.8,1950.9,5601.8,1336.5,2862.1
241.6,1572.8,3007.2,3036.0,5231.9,2607.0,835.4,1311.8,2910.6,737.5,2743.9,1886.8,5263.8,1563.4,2594.4
376.7,1517.9,3503.7,3537.2,5006.3,2718.8,685.1,1636.7,3733.7,732.7,2870.8,1979.9,4799.5,1302.7,2533.3
1162.9,1429.7,2882.6,2910.2,5404.8,3105.2,719.5,1642.3,3716.5,701.0,2301.2,2409.7,4686.7,1519.2,2516.8
1377.2,1302.6,3024.7,3053.6,5041.9,2732.4,926.4,1584.9,3705.9,741.7,1749.5,2247.2,4656.4,1248.3,2409.7
0.0,0.0,1417.1,1435.2,2253.5,645.5,0.0,0.0,1399.6,0.0,203.6,288.5,1791.9,0.0,463.0
0.0,0.0,1445.0,1464.9,2323.7,657.7,0.0,0.0,887.5,0.0,212.8,291.0,2033.7,0.0,528.0
0.0,0.0,1285.6,1310.1,2007.4,503.6,0.0,0.0,297.4,0.0,129.6,187.7,1781.1,0.0,582.6
0.0,0.0,1458.5,1485.1,2158.4,562.8,0.0,0.0,711.4,0.0,50.2,227.6,2006.3,0.0,994.9
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1155.0,1108.1,2577.4,3290.2,4220.6,2108.4,274.8,1275.1,2004.7,763.2,1707.7,1664.7,4966.1,942.3,2568.5
739.7,1115.6,2423.5,2833.7,4186.1,2103.8,223.7,1169.9,2000.9,596.4,1354.8,1659.2,5086.9,902.5,2293.6
849.7,1094.9,2229.1,2241.8,4292.1,2204.0,235.6,1203.5,1934.8,405.6,1462.5,1736.6,4582.9,847.9,2293.0
815.1,1110.1,2130.3,2148.9,4211.6,2129.1,212.3,1187.6,2039.1,398.4,1842.2,1678.6,4519.0,725.2,2302.2
760.5,980.3,2086.6,2110.3,4198.4,2098.2,175.1,1133.9,1962.4,402.8,1683.5,1657.0,4564.2,691.0,2294.4
995.1,1447.4,1981.4,2004.1,4198.4,2112.3,207.8,1166.6,2078.0,393.8,1699.0,1657.0,4618.1,684.0,2318.6
896.4,1456.2,2116.5,2140.5,4760.0,2718.0,204.2,1017.0,2611.8,403.4,1699.3,1908.3,5654.2,638.1,2288.3
873.3,1458.2,2054.6,2078.0,5197.2,2952.0,473.6,1002.8,2410.1,395.9,1640.0,2103.9,5586.7,697.0,2320.6
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,278.0,287.9,1215.8,286.8,0.0,0.0,368.0,0.0,0.0,0.0,1547.2,0.0,305.5
1639.1,2373.4,4299.0,4331.6,8124.7,4064.4,1010.1,1987.4,4312.5,1082.8,2734.1,3023.4,9375.4,1667.7,4643.9
1698.0,2223.4,3894.5,3933.7,7493.3,3679.1,930.7,1819.2,3995.4,918.7,2539.4,2712.0,9336.3,1530.8,4212.4
1187.2,1821.3,2851.7,2882.3,5689.6,2699.2,594.5,1457.2,2956.5,792.2,1758.0,1900.8,7044.1,1013.6,2847.2
1179.3,1927.6,2574.6,2576.8,5507.2,2605.0,587.0,1441.7,2939.1,609.5,2304.5,1824.3,6543.2,1029.7,3516.8
1227.7,1917.1,3182.6,2644.5,5617.8,2665.2,630.7,1675.3,3052.8,931.0,2352.9,1902.9,7958.2,960.3,2960.7
1167.5,1756.1,3124.6,2592.4,5655.7,2685.8,606.7,1765.4,2945.6,883.8,2301.5,2340.6,6607.5,914.0,2604.7
1214.7,2137.5,3199.4,2667.8,5632.6,2677.6,629.6,1733.1,3044.5,922.9,2345.8,2327.0,6241.5,957.1,2612.8
1179.7,1906.4,3392.4,2869.1,6016.6,2882.8,666.8,1698.1,3198.9,949.0,2704.7,2498.8,6441.2,1035.4,2851.5
1221.4,1830.6,3484.1,2990.0,6247.0,3008.9,707.5,2130.4,3318.6,984.6,2971.3,2594.9,6779.1,1102.2,2894.8
1378.1,1931.5,3791.4,3949.5,6578.9,3244.1,789.1,1927.0,3552.8,1092.4,3051.2,2784.7,7051.1,1227.1,3116.8
1243.9,1800.1,3442.2,3595.0,6176.1,3019.3,706.7,1616.1,3561.0,971.1,2655.7,2602.6,6429.9,1552.2,2911.6
1168.8,1694.0,3312.9,3473.2,5802.2,2777.6,659.9,1513.8,3690.5,947.9,3069.6,2405.7,6441.5,1478.9,2894.3
877.7,1234.6,3322.5,3464.4,5929.1,2841.2,739.0,1539.5,3556.0,957.0,2610.3,2459.1,6281.6,1481.8,2938.2
880.9,1267.6,3691.7,3841.8,5980.9,2596.3,810.6,1524.6,3377.1,954.0,2438.5,2495.6,5535.1,1497.1,2993.9
846.4,1192.0,3866.6,4031.2,5765.0,2443.6,539.3,1478.9,3968.7,954.1,2347.2,2390.6,5338.3,1612.0,2872.6
864.6,1236.2,3773.5,3934.6,6094.3,2624.6,469.0,1552.1,3389.6,935.8,2421.8,2529.7,5314.9,1739.4,3008.8
876.0,1255.3,3566.4,3721.3,5967.7,2557.9,641.0,1527.4,3160.0,968.5,2383.0,2474.8,5545.6,1692.6,2936.3
960.2,1174.3,4136.3,4316.0,5907.3,2523.0,460.8,1494.7,2996.0,929.4,2299.5,2449.4,5158.6,1541.6,2899.5
1125.6,1284.4,3631.9,3790.1,6141.1,2677.7,434.3,1562.2,2718.5,949.9,2450.9,2568.7,5480.1,1901.3,3001.4
1104.4,1240.2,3381.3,3517.5,5152.5,2654.5,433.3,1542.4,2613.2,997.9,2395.1,2552.8,5447.4,1628.1,2938.8
939.6,1218.6,3196.1,3340.1,5128.9,2654.7,407.7,1532.3,2487.7,933.7,2357.1,2555.4,5157.2,1449.6,2993.1
