n_households,objective,kWc,wh_battery,puissance_totale,puissance_produite,tot_conso,p_bat_max,total_cost_without 
1,357.61665465853326,10.0,4790.656323849312,2027455.8894940843,7818905.743998554,3885624.723811394,2395.328161924656,1275.0197037968055
2,757.2911790116914,15.898115141940314,9585.488798054423,4146968.3951239605,12430586.38020665,8783227.83031999,4792.744399027211,2880.257886781411
3,1335.2492557283442,23.8780540200899,17402.110272794635,7409790.750828974,18670025.373318754,17180981.0469494,8701.055136397317,5623.598085837403
4,1968.6698034609926,55.96413525354584,30680.661965282634,12958200.37354104,43757829.85918568,26309591.851854693,15340.330982641317,8610.40035938297
5,3180.5339659109113,100.0,49153.418571584836,20694724.36152388,78189057.43998495,40494040.64608204,24576.709285792418,13240.072853444031
6,3860.2156152467687,100.0,56258.77538044215,23709980.407330573,78189057.43998502,48648042.27647005,28129.387690221076,15897.778117213711
7,4138.545611535352,100.0,59877.7271601195,25018698.868739765,78189057.43998502,52052187.59679688,29938.86358005975,17014.699875959748
8,4503.376295581024,108.52607410415264,65447.49549034429,27274235.105250403,84855514.41865659,56757242.53806101,32723.747745172146,18550.204676104004
9,5074.002175847356,120.75744565607138,72969.21986495292,30596001.96266323,94419108.54708427,64296767.66377726,36484.60993247646,21006.075757742394
10,5381.261203235843,128.34937976684301,76831.08724988533,32409564.824889302,100355170.26976122,68085967.66454381,38415.543624942664,22248.673017395977
11,5851.933250378885,140.29722230636312,83737.88517184835,35341467.56603824,109697075.73582436,74280542.54708894,41868.942585924175,24272.536720894088
12,6377.948920721103,151.33128843648265,92242.73897409969,38617829.483439215,118324508.0402725,81079967.7188586,46121.369487049844,26495.750452340817
13,7429.543261448115,172.3965623909072,107214.91488850283,44858633.49267517,134795247.19238678,95307690.96115768,53607.45744425141,31130.17698970292
14,7811.943638126088,181.24125428832383,112254.94105268849,47139310.54158428,141710828.42044738,100194758.89534159,56127.470526344245,32730.493885195672
15,8274.07575370018,190.9540390582057,118992.25012878033,49936592.38350251,149305163.28319302,106898131.59033045,59496.125064390166,34901.965343550364
16,8598.882848895197,198.7567714794659,124094.69315301263,52005582.65091794,155406046.21794206,111310550.40126272,62047.346576506316,36344.2054083984
