710.2,426.2,1275.8,1288.0,1647.9,1203.0,193.0,352.7,686.0,224.9
600.7,322.5,840.2,840.7,982.9,674.2,250.7,378.1,687.4,238.0
696.6,501.5,1015.8,1013.7,1721.4,989.4,205.8,472.7,929.3,258.8
732.9,336.8,726.8,731.3,1435.5,791.4,172.7,324.1,587.4,195.3
490.9,384.3,685.0,691.5,1051.7,571.5,222.4,494.3,633.2,286.4
307.0,391.0,919.2,928.0,1652.4,897.9,145.3,345.4,836.1,163.7
365.1,417.6,600.5,606.2,1407.3,764.7,159.1,401.1,632.5,288.0
274.2,328.5,657.8,664.1,1139.1,619.0,210.2,408.1,646.5,247.1
263.6,489.4,868.7,877.0,1568.7,852.4,159.0,435.8,797.6,182.8
353.7,279.8,657.1,663.4,1543.0,838.4,162.5,342.9,570.7,287.2
231.1,492.1,671.7,678.1,1062.4,577.3,200.5,510.8,886.4,244.6
323.4,451.6,899.0,895.2,1684.7,972.3,178.6,321.3,666.2,213.2
390.5,335.8,649.2,645.5,1569.1,898.1,250.9,537.0,756.7,284.8
252.8,490.8,920.9,929.7,1159.7,630.2,155.6,440.8,731.8,268.2
258.5,418.0,643.4,649.5,1767.8,960.6,180.8,326.0,781.5,184.6
318.9,338.3,747.2,754.3,5305.8,2883.1,183.9,512.2,614.9,281.0
228.1,465.9,760.4,767.6,6270.4,3407.3,196.4,436.2,916.0,263.3
354.3,458.3,812.0,819.7,5235.2,2844.8,154.5,353.1,523.6,201.6
247.6,315.5,638.8,644.9,6094.8,3311.9,230.2,486.3,920.9,307.2
287.5,480.2,951.7,960.7,5019.3,2727.5,131.6,478.3,790.3,922.1
313.7,458.7,565.1,566.8,5285.8,2889.3,242.0,338.1,598.7,1094.4
386.3,375.2,1030.7,1027.5,6817.6,3764.3,235.6,531.9,967.7,925.9
273.9,536.7,849.3,852.4,6742.5,3686.6,161.0,481.3,801.0,1065.4
366.2,1575.8,607.4,613.2,6696.2,3638.7,230.8,359.5,633.2,872.3
209.3,2226.2,954.2,963.3,7004.2,3806.1,196.6,548.0,871.9,915.1
368.1,2054.5,812.7,820.4,5622.2,3055.1,341.1,1644.7,857.6,1172.5
315.9,2307.9,657.8,664.1,4283.7,2327.8,469.0,1943.7,590.5,1167.1
233.7,1771.6,905.9,914.5,5331.8,2897.3,464.4,1622.8,898.6,1163.8
367.2,1563.8,891.0,899.5,5349.8,2907.1,288.9,1889.3,841.9,1217.3
312.7,2003.6,613.5,619.4,5164.9,2806.6,225.9,1555.9,644.6,977.1
298.8,2013.5,979.4,980.6,4912.2,2706.2,234.5,1651.2,1013.0,754.4
418.9,2018.1,945.1,941.7,4508.0,2506.4,197.2,2120.5,2996.0,941.9
