710.2,426.2,1275.8,1288.0,1647.9,1203.0,193.0,352.7,686.0,224.9,428.6,737.4,1729.6,814.9
600.7,322.5,840.2,840.7,982.9,674.2,250.7,378.1,687.4,238.0,487.1,463.7,1223.9,572.7
696.6,501.5,1015.8,1013.7,1721.4,989.4,205.8,472.7,929.3,258.8,647.9,808.2,1427.8,373.7
732.9,336.8,726.8,731.3,1435.5,791.4,172.7,324.1,587.4,195.3,474.9,650.3,1433.2,419.3
490.9,384.3,685.0,691.5,1051.7,571.5,222.4,494.3,633.2,286.4,479.4,470.6,1525.0,310.9
307.0,391.0,919.2,928.0,1652.4,897.9,145.3,345.4,836.1,163.7,591.5,739.4,1199.8,298.8
365.1,417.6,600.5,606.2,1407.3,764.7,159.1,401.1,632.5,288.0,423.2,629.7,1787.3,401.0
274.2,328.5,657.8,664.1,1139.1,619.0,210.2,408.1,646.5,247.1,657.3,509.7,1021.8,261.9
263.6,489.4,868.7,877.0,1568.7,852.4,159.0,435.8,797.6,182.8,459.2,702.0,1797.0,286.9
353.7,279.8,657.1,663.4,1543.0,838.4,162.5,342.9,570.7,287.2,533.3,690.4,1542.2,378.9
231.1,492.1,671.7,678.1,1062.4,577.3,200.5,510.8,886.4,244.6,542.7,475.4,1140.7,286.6
323.4,451.6,899.0,895.2,1684.7,972.3,178.6,321.3,666.2,213.2,608.8,793.8,1818.0,320.0
390.5,335.8,649.2,645.5,1569.1,898.1,250.9,537.0,756.7,284.8,479.4,734.1,1547.0,383.0
252.8,490.8,920.9,929.7,1159.7,630.2,155.6,440.8,731.8,268.2,679.2,518.9,1235.5,258.6
258.5,418.0,643.4,649.5,1767.8,960.6,180.8,326.0,781.5,184.6,388.3,791.0,1701.4,401.7
318.9,338.3,747.2,754.3,5305.8,2883.1,183.9,512.2,614.9,281.0,682.9,2374.2,1673.5,280.6
228.1,465.9,760.4,767.6,6270.4,3407.3,196.4,436.2,916.0,263.3,586.1,2805.8,1152.3,325.9
354.3,458.3,812.0,819.7,5235.2,2844.8,154.5,353.1,523.6,201.6,433.5,2342.6,1753.5,331.7
247.6,315.5,638.8,644.9,6094.8,3311.9,230.2,486.3,920.9,307.2,681.1,2727.3,1642.9,354.2
287.5,480.2,951.7,960.7,5019.3,2727.5,131.6,478.3,790.3,922.1,580.0,2246.0,1257.8,278.7
313.7,458.7,565.1,566.8,5285.8,2889.3,242.0,338.1,598.7,1094.4,478.3,2377.2,1925.0,423.2
386.3,375.2,1030.7,1027.5,6817.6,3764.3,235.6,531.9,967.7,925.9,677.3,3092.6,5781.7,265.6
273.9,536.7,849.3,852.4,6742.5,3686.6,161.0,481.3,801.0,1065.4,647.7,3033.1,6811.1,428.1
366.2,1575.8,607.4,613.2,6696.2,3638.7,230.8,359.5,633.2,872.3,437.9,2996.4,5678.1,358.2
209.3,2226.2,954.2,963.3,7004.2,3806.1,196.6,548.0,871.9,915.1,666.4,3134.2,6610.4,264.9
368.1,2054.5,812.7,820.4,5622.2,3055.1,341.1,1644.7,857.6,1172.5,624.3,2515.8,5443.9,416.2
315.9,2307.9,657.8,664.1,4283.7,2327.8,469.0,1943.7,590.5,1167.1,478.0,2235.3,6461.3,354.5
233.7,1771.6,905.9,914.5,5331.8,2897.3,464.4,1622.8,898.6,1163.8,728.6,2823.0,8347.4,286.9
367.2,1563.8,891.0,899.5,5349.8,2907.1,288.9,1889.3,841.9,1217.3,2186.9,2829.4,8309.9,395.2
312.7,2003.6,613.5,619.4,5164.9,2806.6,225.9,1555.9,644.6,977.1,2584.4,2557.0,7842.0,729.8
298.8,2013.5,979.4,980.6,4912.2,2706.2,234.5,1651.2,1013.0,754.4,2176.8,2224.0,7613.5,753.5
418.9,2018.1,945.1,941.7,4508.0,2506.4,197.2,2120.5,2996.0,941.9,2541.4,2057.1,6123.6,900.8
353.4,2084.6,680.3,684.9,4346.2,2370.2,252.2,2086.0,3492.3,932.1,2073.2,1950.8,4650.0,649.0
236.1,1669.8,1020.9,1030.6,4308.0,2340.9,741.2,2075.7,2909.9,897.7,2170.2,1927.7,5782.8,292.1
359.2,1272.3,3064.1,3093.2,4853.5,2241.9,876.0,2171.1,3387.7,846.1,2780.6,1846.2,5802.4,445.3
336.6,1583.5,3621.1,3655.6,5359.0,2596.5,731.4,1742.7,2789.9,771.7,2767.8,1950.9,5601.8,1336.5
240.5,1571.7,3006.1,3034.9,5230.8,2605.9,834.2,1310.7,2909.4,736.4,2742.7,1885.7,5262.6,1562.3
375.6,1516.8,3502.5,3536.0,5005.1,2717.7,684.0,1635.5,3732.5,731.5,2869.7,1978.8,4798.3,1301.5
1161.7,1428.6,2881.4,2909.0,5403.7,3104.1,718.4,1641.1,3715.3,699.8,2300.1,2408.5,4685.5,1518.1
1376.1,1301.4,3023.5,3052.5,5040.7,2731.2,925.2,1583.8,3704.7,740.5,1748.4,2246.1,4655.2,1247.1
0.0,0.0,1113.0,1128.3,1817.9,462.7,0.0,0.0,1098.3,0.0,90.3,161.9,1428.9,0.0
0.0,0.0,1133.9,1150.6,1874.5,470.2,0.0,0.0,663.9,0.0,95.3,161.2,1630.0,0.0
0.0,0.0,930.5,949.5,1493.1,320.9,0.0,0.0,160.2,0.0,29.5,74.7,1316.7,0.0
0.0,0.0,1078.0,1099.1,1631.5,369.6,0.0,0.0,487.1,0.0,0.0,104.5,1511.3,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1126.1,1079.1,2548.4,3261.2,4191.7,2079.4,245.8,1246.1,1975.8,734.2,1678.7,1635.7,4937.1,913.4
710.7,1086.7,2394.6,2804.7,4157.1,2074.9,194.8,1140.9,1972.0,567.5,1325.8,1630.3,5058.0,873.5
820.8,1065.9,2200.1,2212.8,4263.1,2175.1,206.6,1174.6,1905.8,376.7,1433.5,1707.6,4554.0,819.0
786.1,1081.1,2101.4,2120.0,4182.6,2100.1,183.4,1158.7,2010.1,369.4,1813.2,1649.6,4490.1,696.3
731.9,951.6,2058.0,2081.7,4169.8,2069.6,146.5,1105.3,1933.8,374.1,1654.8,1628.4,4535.5,662.3
966.4,1418.8,1952.7,1975.4,4169.8,2083.7,179.2,1138.0,2049.4,365.1,1670.3,1628.4,4589.4,655.3
867.8,1427.5,2087.9,2111.8,4731.3,2689.3,175.5,988.4,2583.2,374.7,1670.6,1879.6,5625.6,609.4
844.6,1429.5,2025.9,2049.3,5168.5,2923.4,444.9,974.2,2381.4,367.2,1611.4,2075.3,5558.0,668.3
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1613.3,2347.6,4273.1,4305.8,8098.9,4038.6,984.3,1961.5,4286.7,1057.0,2708.3,2997.5,9349.6,1641.9
1672.2,2197.6,3868.6,3907.9,7467.5,3653.3,904.9,1793.4,3969.6,892.9,2513.6,2686.2,9310.5,1505.0
1161.3,1795.5,2825.9,2856.5,5663.8,2673.4,568.7,1431.4,2930.7,766.4,1732.2,1875.0,7018.3,987.8
1153.4,1901.8,2548.8,2551.0,5481.4,2579.2,561.2,1415.9,2913.3,583.7,2278.6,1798.5,6517.4,1003.9
1203.4,1892.8,3158.2,2620.1,5593.4,2640.8,606.3,1650.9,3028.4,906.6,2328.5,1878.6,7933.8,935.9
1143.1,1731.7,3100.2,2568.0,5631.3,2661.4,582.3,1741.0,2921.3,859.4,2277.2,2316.2,6583.1,889.6
1190.3,2113.1,3175.0,2643.5,5608.2,2653.2,605.2,1708.7,3020.1,898.5,2321.4,2302.6,6217.1,932.8
1155.3,1882.0,3368.0,2844.7,5992.2,2858.4,642.4,1673.7,3174.5,924.6,2680.3,2474.4,6416.8,1011.0
1197.6,1806.8,3460.3,2966.1,6223.2,2985.1,683.7,2106.6,3294.8,960.8,2947.5,2571.1,6755.3,1078.4
1354.3,1907.7,3767.6,3925.7,6555.1,3220.3,765.3,1903.2,3529.0,1068.6,3027.4,2760.9,7027.3,1203.3
1220.0,1776.2,3418.4,3571.2,6152.3,2995.5,682.9,1592.3,3537.2,947.3,2631.9,2578.8,6406.1,1528.4
1145.0,1670.2,3289.1,3449.3,5778.4,2753.8,636.1,1489.9,3666.7,924.1,3045.8,2381.9,6417.7,1455.1
853.9,1210.8,3298.7,3440.6,5905.3,2817.4,715.2,1515.7,3532.2,933.2,2586.5,2435.3,6257.8,1458.0
857.1,1243.8,3667.9,3818.0,5957.1,2572.5,786.7,1500.8,3353.3,930.2,2414.7,2471.8,5511.3,1473.2
822.6,1168.2,3842.8,4007.4,5741.2,2419.8,515.5,1455.1,3944.9,930.3,2323.3,2366.8,5314.5,1588.1
840.8,1212.4,3749.7,3910.8,6070.4,2600.8,445.2,1528.3,3365.8,912.0,2398.0,2505.9,5291.1,1715.6
852.2,1231.5,3542.6,3697.5,5943.9,2534.1,617.2,1503.6,3136.2,944.7,2359.2,2451.0,5521.8,1668.8
936.4,1150.5,4112.4,4292.1,5883.5,2499.2,437.0,1470.9,2972.2,905.6,2275.7,2425.6,5134.8,1517.8
1101.8,1260.6,3608.1,3766.3,6117.3,2653.9,410.5,1538.4,2694.7,926.1,2427.1,2544.9,5456.3,1877.5
1080.5,1216.4,3357.5,3493.6,5128.7,2630.7,409.5,1518.5,2589.4,974.1,2371.3,2528.9,5423.6,1604.3
915.8,1194.8,3172.3,3316.3,5105.1,2630.9,383.9,1508.4,2463.9,909.9,2333.2,2531.6,5133.4,1425.8
1202.5,1244.8,3336.4,3489.3,5088.8,2602.1,384.3,1303.2,2668.0,965.0,2417.5,2508.7,5650.7,1444.6
924.1,1166.2,3175.2,3320.9,4922.9,2512.0,358.3,1275.2,2508.0,945.6,1817.5,2436.1,5304.0,1437.1
814.1,1236.6,2633.3,3291.7,5013.5,2561.2,379.0,1261.1,2537.3,587.4,1824.1,2475.0,5402.8,1392.2
833.0,1242.6,2798.1,3504.8,5075.9,2595.1,386.3,1284.5,2652.6,630.1,1832.3,2112.0,5659.3,1438.0
805.5,1210.7,2585.7,3287.7,5127.1,2623.0,365.9,1296.4,2476.9,553.8,1789.1,2096.9,5300.2,1423.6
792.1,1244.0,2672.0,3377.5,5070.4,2592.2,377.5,1264.1,2605.4,562.4,1810.2,2071.6,5634.6,1403.6
811.3,1250.3,2753.0,3456.6,5206.4,2666.0,382.6,1340.1,2579.0,604.9,1813.6,2132.4,5540.3,1457.4
854.8,1281.9,2633.6,2713.0,5089.3,2642.2,401.6,1311.3,2567.1,557.6,1859.9,2107.9,5318.0,1427.1
872.8,1268.5,2827.6,2846.2,5133.3,2680.3,406.2,1330.6,2648.6,634.6,1854.9,2137.6,5608.3,1028.4
835.2,1240.3,2673.1,2700.1,5234.6,2689.9,395.5,1382.4,2547.5,601.2,1882.0,2151.0,5449.4,1008.0
800.5,1234.7,2662.0,2690.8,5044.0,2577.8,370.6,1273.9,2619.5,579.3,1844.7,2059.7,5613.6,929.3
827.7,1258.8,2774.4,2804.2,5187.6,2655.8,383.8,1333.7,2641.2,622.7,1889.1,2124.0,5707.6,1013.4
828.6,1294.2,2614.8,2643.1,5063.0,2588.1,398.7,1321.4,2619.3,575.0,1922.5,2068.2,5546.5,969.1
777.8,1240.6,2736.1,2765.5,5059.1,2586.0,366.8,1263.7,2612.7,591.9,1812.1,2066.5,5527.7,925.5
861.9,1319.8,2784.4,2814.3,5441.1,2793.6,419.3,1429.4,2697.3,626.5,1909.9,2237.4,5680.2,1057.0
798.8,1251.8,2699.2,2728.3,5053.4,2582.9,388.1,1307.9,2682.2,568.2,1848.9,2063.9,5556.1,946.2
784.2,1232.8,2754.1,2783.7,5161.8,2641.8,380.8,1377.4,2592.8,583.2,1816.3,2112.5,5550.0,989.3
943.5,1354.0,2853.6,2873.0,5345.3,2792.7,469.2,1655.5,2717.1,634.8,2026.1,2230.5,5680.1,1066.5
851.8,1376.5,2859.2,2879.3,5182.0,2701.1,406.5,1550.5,2656.4,616.9,1880.7,2155.4,5473.1,982.5
849.3,1774.0,2756.5,2786.2,5182.8,2720.4,393.3,1611.4,2620.8,607.0,1917.1,2121.9,5656.8,1054.8
858.6,1787.4,2744.7,2774.2,5017.0,2881.3,409.7,1357.1,2774.6,616.6,1932.1,2047.6,5791.4,1000.9
804.9,1752.4,2733.9,2763.4,4964.7,2855.2,372.2,1293.4,2628.5,585.0,1827.7,2024.3,5511.3,961.5
899.0,1340.9,2764.5,2794.3,5052.1,2896.8,436.7,1360.9,2736.3,708.6,1966.3,2063.4,5772.0,1037.7
831.0,1277.3,2871.2,2901.9,4959.0,2531.6,406.2,1347.8,2705.5,979.7,1904.1,2021.7,5622.5,981.2
810.0,1271.7,2755.2,2784.9,5065.0,2589.2,397.0,1363.4,2599.1,940.9,1965.7,2069.1,5609.9,1032.3
883.9,1322.0,2884.6,2915.5,5103.6,2610.2,432.2,1392.2,2802.8,985.8,2519.7,2086.4,5755.4,1054.6
820.0,1294.3,2815.9,2846.1,5017.7,2563.5,394.1,1361.1,2791.1,564.2,2480.4,2048.0,5406.8,1017.6
948.4,1291.8,2804.1,2821.2,5010.6,2619.3,447.8,1368.0,3185.9,574.6,2538.9,2086.7,5491.1,1047.3
937.4,1288.1,2975.2,2998.3,5064.3,2628.6,453.5,1435.4,3295.8,633.2,1989.4,2190.8,5579.8,1156.4
844.4,1231.4,2773.3,2803.1,5031.1,2570.8,444.2,1326.0,3167.0,556.1,1907.0,2499.4,5337.6,1500.3
868.2,1223.4,2773.8,2803.6,4875.3,2486.2,659.4,1296.5,2771.9,580.5,1917.2,2433.0,5609.6,1506.8
930.4,1251.2,2847.5,2878.0,5069.2,2591.5,681.5,1351.8,2756.7,588.7,1982.0,2511.5,5520.7,1504.2
1179.0,1256.6,2782.8,2812.7,4966.7,2535.8,671.5,1271.4,2697.5,541.5,1881.9,2025.1,5420.8,999.8
1192.9,1237.0,2918.4,2949.6,4885.0,2491.4,418.2,1305.3,2733.4,598.9,1859.1,1988.6,5489.3,1040.2
1169.4,1254.8,2842.3,2872.8,5054.6,2583.6,424.6,1358.2,2762.9,557.9,1889.7,2064.5,5359.3,1069.1
831.6,1200.1,2795.1,2825.2,5007.1,2441.0,399.0,1261.0,2641.6,551.3,1793.0,1947.0,5449.3,1003.8
884.9,1220.6,2872.9,2903.0,6005.8,2550.0,433.9,1338.1,2648.8,592.7,1865.9,2036.5,5394.2,1063.0
962.9,1291.8,2933.1,3099.8,6066.8,2633.1,445.7,1328.3,2698.8,560.9,1937.5,2098.4,5446.1,1058.5
892.3,1189.0,2933.4,3534.6,5849.8,2505.5,398.3,1257.5,2580.9,571.9,1819.4,1995.7,5630.8,1043.4
905.5,1261.8,3365.1,3527.5,5156.6,2639.0,416.5,1371.8,2666.5,576.7,1915.6,2110.1,6461.6,1058.3
863.9,1237.5,3336.2,3481.1,4931.5,2516.7,383.1,1257.8,2688.1,555.3,1837.9,2009.4,6510.4,981.0
865.1,1163.4,3236.0,2698.6,4833.5,2463.4,375.0,1270.8,2558.1,556.2,1768.8,1965.5,6292.8,987.7
893.7,1279.0,2790.4,2820.4,5034.5,2572.7,429.5,1354.3,2713.6,577.2,1946.1,2055.5,5501.6,1016.0
813.1,1183.1,2780.5,2810.4,4863.0,2479.4,377.3,1233.6,2577.6,568.6,1771.4,1978.7,5355.8,966.0
830.9,1187.3,2676.3,2705.2,4928.8,2515.2,386.5,1287.9,2514.2,553.4,1810.7,2008.2,5254.9,1010.4
